,nombre,fecha_nac,cargo,partido,status,inicio,fin,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,legislatura,fecha_inicio_l,fecha_fin_l,legislaturas_agrupadas
332,"BIANCHI SALOMON, DANIEL MARIO",1962-09-04,Diputado,Partido Colorado,Titular,2005,2010,BIANCHI,SALOMON,DANIEL,MARIO,1,46,2005-02-15,2010-02-14,1985-2025
333,"BIDE RAPPALINI, JOSE OMAR",1932-10-31,Diputado,Partido Nacional,Suplente,2007,2007,BIDE,RAPPALINI,JOSE,OMAR,1,46,2005-02-15,2010-02-14,1985-2025
334,"BLASINA MOREIRA, JOSE LUIS",1937-05-01,Diputado,Frente Amplio,Titular,2005,2010,BLASINA,MOREIRA,JOSE,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
335,"BONILLA CEDRES, JULIO CESAR",1963-08-04,Diputado,Frente Amplio,Suplente,2005,2006,BONILLA,CEDRES,JULIO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
336,"BONOMI VARELA, EDISON EDUARDO",1948-10-14,Senador,Frente Amplio,Suplente,2009,2010,BONOMI,VARELA,EDISON,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
336,"BONOMI VARELA, EDISON EDUARDO",1948-10-14,Diputado,Frente Amplio,Titular,2005,2010,BONOMI,VARELA,EDISON,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
337,"BORSARI BRENNA, GUSTAVO JUAN",1954-11-28,Diputado,Partido Nacional,Titular,2005,2010,BORSARI,BRENNA,GUSTAVO,JUAN,1,46,2005-02-15,2010-02-14,1985-2025
338,"BOTANA ARANCET, LUIS SERGIO",1964-01-08,Diputado,Partido Nacional,Titular,2010,2010,BOTANA,ARANCET,LUIS,SERGIO,1,46,2005-02-15,2010-02-14,1985-2025
338,"BOTANA ARANCET, LUIS SERGIO",1964-01-08,Diputado,Partido Nacional,Titular,2005,2010,BOTANA,ARANCET,LUIS,SERGIO,1,46,2005-02-15,2010-02-14,1985-2025
339,"BOUSSES POMIES, HEBER ALCIDES",1961-12-22,Diputado,Frente Amplio,Suplente,2006,2008,BOUSSES,POMIES,HEBER,ALCIDES,1,46,2005-02-15,2010-02-14,1985-2025
340,"BRAUSE BERRETA, ALBERTO JUAN",1938-10-30,Senador,Partido Colorado,Suplente,2005,2006,BRAUSE,BERRETA,ALBERTO,JUAN,1,46,2005-02-15,2010-02-14,1985-2025
341,"BRECCIA GUZZO, ALBERTO RAUL",1946-07-03,Senador,Frente Amplio,Suplente,2005,2008,BRECCIA,GUZZO,ALBERTO,RAUL,1,46,2005-02-15,2010-02-14,1985-2025
342,"BRENTA BADANO, EDUARDO ALFONSO",1959-02-08,Diputado,Frente Amplio,Suplente,2005,2009,BRENTA,BADANO,EDUARDO,ALFONSO,1,46,2005-02-15,2010-02-14,1985-2025
343,"BRUNO OLIVEIRA, JUAN JOSE",1965-01-08,Diputado,Partido Nacional,Titular,2005,2010,BRUNO,OLIVEIRA,JUAN,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
344,"BURGOS MARTINI, LUIS RAMON",1939-03-11,Diputado,Partido Nacional,Suplente,2008,2008,BURGOS,MARTINI,LUIS,RAMON,1,46,2005-02-15,2010-02-14,1985-2025
345,"CABALLERO PACHECO, ROBERTO",1951-01-31,Diputado,Frente Amplio,Suplente,2008,2008,CABALLERO,PACHECO,ROBERTO,,1,46,2005-02-15,2010-02-14,1985-2025
346,"CABALLERO RUIZ, IRENE",1974-09-10,Diputado,Partido Nacional,Suplente,2005,2010,CABALLERO,RUIZ,IRENE,,0,46,2005-02-15,2010-02-14,1985-2025
347,"CABRERA CASAS, ALFREDO VICTOR",1965-06-02,Diputado,Partido Nacional,Suplente,2005,2009,CABRERA,CASAS,ALFREDO,VICTOR,1,46,2005-02-15,2010-02-14,1985-2025
348,"CAL DE LIMA, AUGUSTO CESAR",,Diputado,Partido Colorado,Suplente,2005,2006,CAL,DE LIMA,AUGUSTO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
349,"CAMEJO BENINCASA, SILVIA MARTHA",1965-07-30,Diputado,Frente Amplio,Suplente,2005,2005,CAMEJO,BENINCASA,SILVIA,MARTHA,0,46,2005-02-15,2010-02-14,1985-2025
350,"CAMPANELLA GIANECHINE, WALTER HUGO",1948-03-22,Senador,Partido Nacional,Suplente,2005,2010,CAMPANELLA,GIANECHINE,WALTER,HUGO,1,46,2005-02-15,2010-02-14,1985-2025
351,"CAMY ANTOGNAZZA, CARLOS DANIEL",1970-09-09,Senador,Partido Nacional,Suplente,2010,2010,CAMY,ANTOGNAZZA,CARLOS,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
351,"CAMY ANTOGNAZZA, CARLOS DANIEL",1970-09-09,Senador,Partido Nacional,Suplente,2005,2010,CAMY,ANTOGNAZZA,CARLOS,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
352,"CANEPA BACCINO, DIEGO IGNACIO",1972-04-26,Diputado,Frente Amplio,Titular,2005,2009,CANEPA,BACCINO,DIEGO,IGNACIO,1,46,2005-02-15,2010-02-14,1985-2025
353,"CARABALLO GONZALEZ, ALBERTO CARLOS",1960-09-20,Diputado,Partido Colorado,Suplente,2005,2007,CARABALLO,GONZALEZ,ALBERTO,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
354,"CARAM MARTINEZ, RODOLFO ANDRES",1964-10-02,Diputado,Partido Nacional,Titular,2005,2010,CARAM,MARTINEZ,RODOLFO,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
355,"CARAMBULA PAREJA, MATIAS",1973-04-26,Diputado,Frente Amplio,Suplente,2005,2006,CARAMBULA,PAREJA,MATIAS,,1,46,2005-02-15,2010-02-14,1985-2025
356,"CARBAJAL LAPORT, DANIEL EDUARDO",1953-11-13,Diputado,Frente Amplio,Suplente,2006,2010,CARBAJAL,LAPORT,DANIEL,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
357,"CARDOSO FERREIRA, GERMAN",1973-10-01,Diputado,Partido Colorado,Titular,2005,2010,CARDOSO,FERREIRA,GERMAN,,1,46,2005-02-15,2010-02-14,1985-2025
358,"CARDOSO SILVA, JOSE CARLOS",1958-04-24,Senador,Partido Nacional,Suplente,2006,2009,CARDOSO,SILVA,JOSE,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
358,"CARDOSO SILVA, JOSE CARLOS",1958-04-24,Diputado,Partido Nacional,Titular,2005,2010,CARDOSO,SILVA,JOSE,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
359,"CARDOZO FERREIRA, JULIO CESAR",1949-07-20,Diputado,Partido Nacional,Titular,2005,2010,CARDOZO,FERREIRA,JULIO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
360,"CARDOZO SAGASTI, ANA MARIA",1940-01-08,Diputado,Frente Amplio,Suplente,2006,2009,CARDOZO,SAGASTI,ANA,MARIA,0,46,2005-02-15,2010-02-14,1985-2025
361,"CARRASCO TESTORE, AMERICO MARIA",1939-02-20,Diputado,Partido Nacional,Suplente,2005,2008,CARRASCO,TESTORE,AMERICO,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
362,"CARVALHO SILVEIRA, EDGARDO",1935-09-01,Senador,Frente Amplio,Suplente,2009,2009,CARVALHO,SILVEIRA,EDGARDO,,1,46,2005-02-15,2010-02-14,1985-2025
363,"CASALAS PEREZ, ANA MARIA",1937-06-09,Diputado,Partido Independiente,Suplente,2005,2007,CASALAS,PEREZ,ANA,MARIA,0,46,2005-02-15,2010-02-14,1985-2025
364,"CASARETTO GERFAUO, FEDERICO RAMIRO",1968-11-13,Diputado,Partido Nacional,Titular,2005,2010,CASARETTO,GERFAUO,FEDERICO,RAMIRO,1,46,2005-02-15,2010-02-14,1985-2025
365,"CASAS MENDITEGUY, ALBERTO ENRIQUE",1959-02-09,Diputado,Partido Nacional,Titular,2005,2010,CASAS,MENDITEGUY,ALBERTO,ENRIQUE,1,46,2005-02-15,2010-02-14,1985-2025
366,"CASAS VAZQUEZ, RAUL ALFREDO",1965-04-29,Diputado,Partido Nacional,Suplente,2005,2010,CASAS,VAZQUEZ,RAUL,ALFREDO,1,46,2005-02-15,2010-02-14,1985-2025
367,"CASTRO NAVAJAS, NORA MARIA",1947-02-12,Diputado,Frente Amplio,Titular,2005,2010,CASTRO,NAVAJAS,NORA,MARIA,0,46,2005-02-15,2010-02-14,1985-2025
368,"CATALOGNE LICANDRO, MARIA MARGARITA",1949-07-08,Diputado,Frente Amplio,Suplente,2005,2009,CATALOGNE,LICANDRO,MARIA,MARGARITA,0,46,2005-02-15,2010-02-14,1985-2025
369,"CESIO BLANC, ENRIQUE AGUSTIN",1934-07-30,Diputado,Frente Amplio,Suplente,2009,2009,CESIO,BLANC,ENRIQUE,AGUSTIN,1,46,2005-02-15,2010-02-14,1985-2025
370,"CEVA LIAS, JOSE MARIA",1962-04-21,Diputado,Frente Amplio,Suplente,2008,2008,CEVA,LIAS,JOSE,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
371,"CHA MAIDANA, JAVIER",1965-01-27,Diputado,Frente Amplio,Suplente,2005,2010,CHA,MAIDANA,JAVIER,,1,46,2005-02-15,2010-02-14,1985-2025
372,"CHARAMELO FEBLES, RICHARD OMAR",1972-09-15,Diputado,Partido Nacional,Titular,2005,2010,CHARAMELO,FEBLES,RICHARD,OMAR,1,46,2005-02-15,2010-02-14,1985-2025
