"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","fecha_nac","id_politico","agregado","id_fuente","fecha_desde","fecha_hasta","formas_de_escribir"
"GARCIA",NA,"MARIO",NA,NA,612,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GIL",NA,"JUAN",NA,NA,644,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GIOSA",NA,"JOSE",NA,NA,650,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GOÑI",NA,"JUAN","A.",NA,664,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TERAN",NA,"MANUEL",NA,NA,687,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LECA",NA,"LUIS",NA,NA,803,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LEONE",NA,"CARLOS",NA,1922-11-04,813,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LOPEZ","BARRERA","JORGE",NA,1924-06-01,827,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LORENZO","Y DEAL","JULIO",NA,NA,833,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MIBELLI",NA,"ROBERTO",NA,NA,923,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"OLIVERA",NA,"EDUARDO",NA,NA,999,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"OTERO",NA,"GUILLERMO",NA,NA,1020,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"NOTARO",NA,"JUAN",NA,1940-05-17,1021,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"PAN",NA,"ANTONIO",NA,NA,1038,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RAMOS",NA,"ALVARO",NA,1950-03-11,1166,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RIVERO",NA,"RICARDO",NA,NA,1194,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RODRIGUEZ",NA,"ROSALO",NA,NA,1201,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ROS",NA,"CARLOS","A.",NA,1208,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ROSSI",NA,"CARLOS",NA,NA,1218,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RUBIO",NA,"ANTONIO",NA,1901-02-04,1226,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SAAVEDRA",NA,"ARTURO",NA,NA,1237,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SALDUN",NA,"JOSE","A.",NA,1244,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SANCHEZ",NA,"MARIO",NA,1943-02-08,1255,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SEGUI",NA,"LUIS",NA,NA,1291,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SOSA",NA,"ROGELIO",NA,NA,1327,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ITURRIA",NA,"RAUL",NA,NA,1354,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MACEDO",NA,"JUAN","A.",NA,1360,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VILLAR",NA,"HUGO",NA,NA,1382,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VECINO",NA,"RICARDO",NA,NA,1412,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"AMORIN",NA,"PABLO",NA,NA,1477,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BESSIO",NA,"JUAN","P.",NA,1558,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BOADA",NA,"MARTIN",NA,NA,1569,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"CIMA",NA,"ALBERTO",NA,NA,1661,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ELENA",NA,"ESTEBAN",NA,NA,1735,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FERNANDEZ",NA,"ELSA",NA,NA,1758,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FERNANDEZ",NA,"EDUARDO",NA,NA,1760,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FIGOLI",NA,"LUIS",NA,1911-06-10,1778,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VOLPE",NA,"ANTONIO",NA,NA,1868,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LEPRO",NA,"ALFREDO",NA,NA,1888,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MARTINE",NA,"RAUL",NA,NA,1926,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"PINTO",NA,"ISABEL",NA,NA,2032,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"PLANCHON",NA,"HECTOR",NA,NA,2040,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"POSE",NA,"MIGUEL",NA,NA,2048,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"REPETTO",NA,"JOSE",NA,NA,2068,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RODRIGUEZ",NA,"ANGEL",NA,NA,2092,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VOLPE",NA,"RICARDO",NA,1930-07-03,2267,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"OTERO",NA,"GABRIEL",NA,NA,2363,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GAYE",NA,"ARTURO",NA,1871-06-01,2448,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MUNOZ",NA,"DANIEL",NA,NA,2449,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GERONA",NA,"HECTOR",NA,1888-10-30,2461,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"DE AMORES","AMORES","PILAR",NA,1963-04-12,2674,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"CASTRO",NA,"FELICINDRO",NA,NA,2790,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"AICARDI",NA,"JULIO",NA,NA,2934,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ALZUGARAY",NA,"ELDA",NA,NA,4575,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"HERNANDEZ",NA,"JORGE",NA,NA,2949,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RODRIGUEZ","NADALES",NA,NA,NA,3138,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"CARUSO",NA,"FRANCISCO",NA,1903-10-10,3372,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BOIX",NA,"JOSE",NA,1935-06-24,3415,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"UBILLA",NA,"IGNACIO",NA,NA,3455,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"KOSTER",NA,"LUIS",NA,1899-06-01,3556,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RIANI",NA,"ANGEL","E.",1926-08-28,3641,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GARCIA",NA,"GUILLERMO","L.",1881-03-07,3915,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RODRIGUEZ","CORREA","MANUEL",NA,1910-06-01,4062,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ACOSTA",NA,"ISIDORO",NA,NA,5212,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BRAGA",NA,"ENRIQUE",NA,1934-03-18,5213,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ARBIZA",NA,"FERNANDO",NA,NA,5214,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GARCIA",NA,"ALVARO",NA,1961-09-19,5215,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ABDALA",NA,"CARLOS",NA,1930-04-20,5216,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ABDALA",NA,"CARLOS",NA,NA,5217,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BONASSO",NA,"LUIS",NA,NA,5218,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"CORREA",NA,"ANTONIO",NA,NA,5219,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BRITO",NA,"MARIANO",NA,NA,5220,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BUSTILLO",NA,"FRANCISCO",NA,1960-04-01,5221,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"CABRERA",NA,"CESAR",NA,NA,5222,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MELLO",NA,"EMILIO",NA,NA,5223,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"CARNELLI",NA,"JOSE",NA,NA,5224,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"COURDIN",NA,"NELSON",NA,1959-08-03,5225,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VARONA",NA,"JULIO",NA,1942-07-29,5226,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"DE ARTEAGA","ARTEAGA","JUAN","JOSE",NA,5227,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"DELGADO",NA,"ANTONIO",NA,NA,5228,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"DE LEON","LEON","HUGO",NA,1958-02-27,5229,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VAZ",NA,"PEDRO",NA,NA,5230,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RAFFO",NA,"ANTONIO",NA,NA,5231,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FALERO",NA,"RICARDO",NA,NA,5232,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TORRES",NA,"HECTOR",NA,1941-04-16,5233,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FREIRE",NA,"FAVIO",NA,1980-10-02,5234,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GARCIA",NA,"BERNARDO",NA,NA,5235,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GARCIA",NA,"CAMILO",NA,NA,5236,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MIER",NA,"JUAN",NA,NA,5237,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GIOSA",NA,"JORGE",NA,NA,5238,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TONS",NA,"JUAN","A.",NA,5239,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GRAÑA",NA,"MANUEL",NA,NA,5240,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"PENZA",NA,"LUIS",NA,NA,5241,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LEONI",NA,"CARLOS",NA,1922-11-04,5242,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LOPEZ","BARRERA","JAIME",NA,1924-06-01,5243,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"LORENZO","Y DEAL","LUIS",NA,NA,5244,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MILESI",NA,"ROBERTO",NA,1951-11-30,5245,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RIVERO",NA,"EDUARDO",NA,NA,5246,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SERE",NA,"GUILLERMO",NA,NA,5247,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TERRA",NA,"GUILLERMO",NA,NA,5248,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"OTERO",NA,"JUAN",NA,NA,5249,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"NION",NA,"ANTONIO",NA,NA,5250,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RAMOS",NA,"AMARO",NA,NA,5251,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ROMERO",NA,"RICARDO",NA,1921-01-31,5252,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ROQUERO",NA,"RICARDO",NA,1921-01-31,5253,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RODRIGUEZ",NA,"GONZALO",NA,NA,5254,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FROCE",NA,"CARLOS","A.",1941-05-12,5255,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ROSSELLI",NA,"CARLOS",NA,NA,5256,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RUSSO",NA,"ANTONIO",NA,1901-02-04,5257,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SILVERA",NA,"ARTURO",NA,NA,5258,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SANTIN",NA,"JOSE","A.",NA,5259,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BARLA",NA,"MARTIN",NA,1953-05-19,5260,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"NAGUIL",NA,"LUIS",NA,NA,5261,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SEGUI",NA,"LUIS",NA,NA,5262,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SOSA",NA,"ROBERTO",NA,NA,5263,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TERRA",NA,"RAUL",NA,NA,5264,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TOLEDO",NA,"JUAN","A.",NA,5265,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"UBILLA",NA,"HUGO",NA,NA,5266,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ZERBINO",NA,"RICARDO",NA,1938-12-12,5267,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"AMORIN",NA,"ELBIO",NA,NA,5268,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BESIL",NA,"JUAN","M.",NA,5269,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"DIAZ",NA,"ALBERTO",NA,1940-08-17,5270,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"PRESA",NA,"ESTEBAN",NA,1982-11-11,5271,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FERNANDEZ",NA,"NELSON",NA,NA,5272,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FERNANDEZ",NA,"RICARDO",NA,NA,5273,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"FADOL",NA,"LUIS",NA,NA,5274,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"JORGE",NA,"ANTONIO",NA,1931-02-12,5275,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"TERRA",NA,"ALFREDO",NA,NA,5276,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MARTIN",NA,"RAUL",NA,NA,5277,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"PINTOS",NA,"ISMAEL",NA,NA,5278,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"BLANCO",NA,"HECTOR",NA,NA,5279,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"POSE",NA,"MANUEL",NA,NA,5280,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"SERVETTO",NA,"JOSE",NA,1963-04-13,5281,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"RODRIGUEZ",NA,"ANIBAL",NA,NA,5282,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"VOELKER",NA,"RICARDO",NA,1930-07-03,5283,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"OVIEDO",NA,"GABRIEL",NA,NA,5284,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MATA",NA,"ARTURO",NA,1871-06-01,5285,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"MENDEZ",NA,"DANIEL",NA,NA,5286,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"GARCIA",NA,"HECTOR",NA,NA,5287,0,1,2025-10-13 20:44:50.536369,2101-01-01 02:59:59,0
"ABDALA","SCHWARZ","PABLO","DANIEL",1966-07-14,1453,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALONSO","MONTANO","VERONICA","MARIA",1973-10-24,2399,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CHIESA","BRUNO","ANTONIO",NA,1953-07-26,4371,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CONDE","CARRERAS","ROBERTO",NA,1952-09-07,363,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"COUTINHO","RODRIGUEZ","GERMAN","MANUEL",1970-04-01,2381,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE LEON","OJEDA","WALTER","ULISES",1951-02-20,2295,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE TORO","GONZALEZ","GONZALO",NA,1950-06-08,2338,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ENCISO","CHRISTIANSEN","CARLOS","FERNANDO",1967-08-23,3888,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ESPINOSA","MARMOL","GUSTAVO","ADRIAN",1965-01-10,498,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","HUIDOBRO","ELEUTERIO",NA,1942-03-14,531,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FRACHIA","BRAIDA","ROBERTO","FRANCISCO",1943-11-21,2342,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GANDINI","ASTESIANO","JORGE","OSVALDO",1958-03-05,1797,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","DUCHINI","JAVIER","FERNANDO",1963-11-28,3917,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARINO","GRUSS","JUAN","MANUEL",1981-12-15,2376,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GLOODTDOFSKY","FERNANDEZ","ANIBAL",NA,1960-09-27,2372,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GROBA","ARRIONDO","OSCAR",NA,1951-01-10,3934,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IBARRA","FERREIRA","DOREEN","JAVIER",1934-05-03,3941,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMADO","FERNANDEZ","FERNANDO",NA,1982-09-11,2387,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMARILLA","DE","GERARDO","ANDRES",1969-02-01,4369,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMY","TEJERA","JOSE","ANTONIO",1967-11-03,2384,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ITURRALDE","VINAS","PABLO","LUIS",1959-09-23,3945,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LACALLE","POU","LUIS","ALBERTO",1973-08-11,770,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAURNAGA","ARREGUI","MARIA","ELENA",1954-12-04,2335,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LIMA","PROSERPIO","ANDRES","PABLO",1973-10-31,3954,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAGURNO","SOUTO","OSCAR",NA,1930-03-03,853,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAHIA","FREIRE","JOSE","CARLOS",1966-08-08,3967,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MALLO","CALVINO","ALMA","SONIA",1940-08-09,4178,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARTINEZ","HUELMO","RUBEN","WALDEMAR",1949-09-27,3984,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MATIAUDE","ESPINO","GRACIELA","VENANCIA MARIA",1957-03-14,2373,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MICHELINI","DELLE","FELIPE","RAUL",1961-01-24,924,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MONTANER","FORMOSO","MARTHA","SILVANA",1955-01-06,1950,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MUJICA","BENOIT","GONZALO","FERNANDO",1956-06-06,963,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"NIFFOURI","BLANCO","AMIN",NA,1971-12-02,2401,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"NOVALES","MAYOL","GONZALO","LEOPOLDO",1943-05-30,984,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ORRICO","MIRALDI","JORGE","OMAR",1946-10-25,1012,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OSORIO","LIMA","MARNE","YOHN",1966-02-04,4011,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PASSADA","LEONCINI","IVONNE","GRAZIELLA",1956-04-04,2329,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PAYSSE","RODRIGUEZ","DANIELA",NA,1946-10-17,2006,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PENA","HERNANDEZ","MARIA","ADRIANA",1964-09-09,4031,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PERDOMO","GAMARRA","ALBERTO","JAVIER",1967-04-06,4018,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREYRA","HUELMO","HECTOR","ANIBAL",1966-11-07,4022,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ARREGUI","MARSANO","ROQUE","EDISON",1950-08-16,1493,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ASTI","CARLI","ALFREDO","ANGEL",1948-10-02,4135,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREYRA","PINEYRO","SUSANA",NA,1956-04-24,2303,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","BRITO","DARIO",NA,1957-01-06,4309,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PERRACHON","GONNET","MARIO","HUMBERTO",1943-03-02,2307,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PINEYRUA","OLMOS","ANA","LIA",1954-11-23,2534,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PLANCHON","GEYMONAT","RICARDO","MARIO",1972-01-12,2041,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"POSADA","PAGLIOTTI","IVAN","ADAN",1953-12-25,1127,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"POZZI","CIARAN","JORGE","ALVARO",1957-04-07,4319,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PUIG","CARDOZO","LUIS","WILFREDO",1955-11-06,2320,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RADIO","PRESTA","DANIEL","ALEXIS",1959-02-20,2398,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","ALVEZ","EDGARDO",NA,1961-12-25,4063,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","SERVETTO","NELSON","VLADIMIR",1959-07-19,4071,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ROSADILLA","PEREIRA","LUIS","ANGEL",1953-12-21,1213,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SABINI","GIANNECCHINI","SEBASTIAN",NA,1981-06-11,2340,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANCHEZ","CAL","DARDO","ANGEL",1957-04-04,4084,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SARAVIA","FRATTI","PEDRO","JESUS",1952-06-29,2141,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SEMPRONI","ROBAINA","VICTOR","FELIX",1937-03-27,2161,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TAJAM","CABRERA","HECTOR","VICENTE",1947-09-22,1345,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TIERNO","FERNANDEZ","NELSON","MARTIN",1968-07-06,2326,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TOLEDO","ANTUNEZ","HERMES","ROMEO",1949-12-07,4109,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TOURNE","VALDEZ","DAISY","LILIAN",1951-03-17,2214,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MALAQUINA","UGOLINI","EDUARDO","RAMON",1936-08-31,855,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAZZONI","MOROSOLI","PABLO","ENRIQUE",1961-01-06,2351,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MIER","ESTADES","SERGIO","ANTERES",1955-06-27,2318,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MINETTI","FERNANDEZ","ORQUIDEA",NA,1954-09-26,2313,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MUGURUZA","GALVALISI","EDUARDO","MARIA",1940-09-28,1962,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OBISPO","BUENO","RUBEN","MARIA",1933-09-14,990,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OSTA","CALLEROS","JOSE","GUSTAVO",1969-11-29,1990,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ANTOGNAZZA","IMAS","MILTON","JESUS",1935-07-27,1482,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AREZO","NANDE","ENRIQUE",NA,1978-05-15,4134,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TROBO","CABRERA","JAIME","MARIO",1956-10-05,4110,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VARELA","NESTIER","CARLOS","RICARDO",1954-05-01,4251,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
