"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","legislatura","cargo","status","circunscripcion","sexo","fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas"
"ABAL",NA,"TERESA",NA,2646,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Canelones Paso Carrasco",0,NA,1948-10-03,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,61,61,"1985-2020"
"ABDALA",NA,"WASHINGTON",NA,1,"Partido Colorado",1995-02-15,2000-02-14,44,"Diputado","Titular","Montevideo",1,NA,1959-09-08,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,35,35,"1985-2020"
"ABDALA",NA,"WASHINGTON",NA,1,"Partido Colorado",2000-02-15,2005-02-14,45,"Diputado","Titular","Montevideo",1,NA,1959-09-08,2000-02-15,2005-02-14,2002-08-16,NA,40,40,"1985-2020"
"ABDALA",NA,"WASHINGTON",NA,1,"Partido Colorado",2005-02-15,NA,46,"Diputado","Titular","Montevideo",1,NA,1959-09-08,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,45,45,"1985-2020"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",NA,NA,36,"Diputado","Titular","Montevideo",1,NA,1920-04-08,1951-02-15,1955-02-14,1953-02-14,32,NA,32,"1934-1973"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",NA,NA,37,"Diputado","Titular","Montevideo",1,NA,1920-04-08,1955-02-15,1959-02-03,1957-02-08 12:00:00,36,NA,36,"1934-1973"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",NA,NA,38,"Senador","Titular",NA,1,NA,1920-04-08,1959-02-15,1963-02-14,1961-02-14,40,NA,40,"1934-1973"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",NA,NA,40,"Senador","Titular",NA,1,NA,1920-04-08,1967-02-15,1972-02-14,1969-08-15 12:00:00,49,NA,49,"1934-1973"
"ABDALA",NA,"CARLOS",NA,112,"Partido Colorado",NA,NA,44,"Diputado","Suplente","Montevideo",1,NA,1930-04-20,1995-02-15,2000-02-14,1997-08-15 12:00:00,67,NA,67,"1985-2020"
"ABDALA",NA,"PABLO",NA,1453,"Partido Nacional",NA,NA,44,"Diputado","Suplente","Montevideo",1,NA,1966-07-14,1995-02-15,2000-02-14,1997-08-15 12:00:00,31,NA,31,"1985-2020"
"ABDALA",NA,"PABLO",NA,1453,"Partido Nacional",NA,NA,46,"Diputado","Titular","Montevideo",1,NA,1966-07-14,2005-02-15,2010-02-14,2007-08-16 12:00:00,41,NA,41,"1985-2020"
"ABDALA",NA,"PABLO",NA,1453,"Partido Nacional",2010-02-15,NA,47,"Diputado","Titular","Montevideo",1,NA,1966-07-14,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,43,43,"1985-2020"
"ABDALA",NA,"PABLO",NA,1453,"Partido Nacional",2015-02-15,NA,48,"Diputado","Titular",NA,1,NA,1966-07-14,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,48,48,"1985-2020"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",1956-05-16,1957-06-06,37,"Ministro Interior","Titular",NA,1,NA,1920-04-08,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,36,36,"1934-1973"
"ABDALA",NA,"CARLOS",NA,112,"Partido Nacional",1972-06-09,1973-06-27,41,"Ministro Trabajo y Seguridad Social","Titular",NA,1,NA,1930-04-20,1972-02-15,1973-06-27,1972-10-21,NA,42,42,"1934-1973"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",1963-03-01,1967-03-01,39,"Miembro del Consejo Nacional de Gobierno","Titular",NA,1,NA,1920-04-08,1963-02-15,1967-02-14,1965-02-14,NA,42,42,"1934-1973"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",1967-12-06,1972-03-01,40,"Vicepresidente de la Republica","Titular",NA,1,NA,1920-04-08,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,47,47,"1934-1973"
"ABDALA",NA,"ALBERTO",NA,1452,"Partido Colorado",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,1920-04-08,1959-02-15,1963-02-14,1961-02-14,NA,42,42,"1934-1973"
"ABEL","MELIAN","OSCAR",NA,2956,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Tacuarembo Paso de los Toros",1,NA,1932-02-07,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,78,78,"1985-2020"
"ABEL","ZARZA","JOSE",NA,3030,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Canelones Suárez",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ABELENDA",NA,"MARCOS",NA,1454,"Frente Amplio",NA,NA,43,"Diputado","Suplente","Montevideo",1,NA,1949-06-30,1990-02-15,1995-02-14,1992-08-15 12:00:00,43,NA,43,"1985-2020"
"ABELENDA",NA,"MARCOS",NA,1454,"Frente Amplio",NA,NA,44,"Diputado","Titular","Montevideo",1,NA,1949-06-30,1995-02-15,2000-02-14,1997-08-15 12:00:00,48,NA,48,"1985-2020"
"ABELENDA",NA,"MARCOS",NA,1454,"Frente Amplio",NA,NA,45,"Senador","Suplente",NA,1,NA,1949-06-30,2000-02-15,2005-02-14,2002-08-16,53,NA,53,"1985-2020"
"ABELLA",NA,"JOSE",NA,2,"Partido Nacional",1929-02-15,1932-02-14,30,"Diputado","Titular","Montevideo",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"ABELLA","VIERA","JUAN","ANDRES",3,"Partido por la Tradicion Colorada",1926-03-15,1929-02-14,29,"Diputado","Titular","Colonia",1,NA,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933"
"ABELLA","VIERA","JUAN","ANDRES",3,"Partido por la Tradicion Colorada",1929-03-11,1932-02-14,30,"Diputado","Titular","Colonia",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"ABELLA","Y ESCOBAR","JULIO",NA,4,"Partido Colorado",1908-02-15,1911-02-14,23,"Diputado","Titular","Artigas",1,NA,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933"
"ABELLA","Y ESCOBAR","JULIO",NA,4,"Partido Colorado",1911-02-15,1914-02-14,24,"Diputado","Titular","Florida",1,NA,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933"
"ABELLA","Y ESCOBAR","JULIO",NA,4,"Partido Colorado",1914-02-15,1917-02-14,25,"Diputado","Titular","Rivera",1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"ABELLA","Y ESCOBAR","JULIO",NA,4,"Partido Colorado",1917-02-15,1919-02-12,26,"Diputado","Titular","Rivera",1,NA,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933"
"ABELLA","Y ESCOBAR","JULIO",NA,4,"Partido Colorado",1919-02-15,1923-02-14,27,"Senador","Titular","Rivera",1,NA,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933"
"ABELLA","Y ESCOBAR","JULIO",NA,4,"Partido Colorado",1923-02-15,1924-01-21,28,"Senador","Titular","Rivera",1,NA,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933"
"ABELLA",NA,"GONZALO",NA,3292,"Asamblea Popular",2019-10-27,2019-10-27,48,"Candidato Presidente",NA,NA,1,NA,1947-12-26,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,71,71,"1985-2020"
"ABELLA",NA,"GONZALO",NA,3292,"Asamblea Popular",2019-06-30,2019-06-30,48,"Candidato Precandidato Presidente",NA,NA,1,NA,1947-12-26,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,71,71,"1985-2020"
"ABELLA",NA,"GONZALO",NA,3292,"Asamblea Popular",2014-10-26,2014-10-26,47,"Candidato Presidente",NA,NA,1,NA,1947-12-26,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,66,66,"1985-2020"
"ABELLA",NA,"GONZALO",NA,3292,"Asamblea Popular",2014-06-01,2014-06-01,47,"Candidato Precandidato Presidente",NA,NA,1,NA,1947-12-26,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,66,66,"1985-2020"
"ABILA",NA,"ALVARO",NA,3038,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Canelones Atlántida",1,NA,1986-04-29,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,28,28,"1985-2020"
"ABISAB",NA,"ODEL",NA,1455,"Partido Nacional",NA,NA,45,"Diputado","Suplente","Montevideo",1,NA,1943-03-14,2000-02-15,2005-02-14,2002-08-16,59,NA,59,"1985-2020"
"ABOAL",NA,"LUIS","MARIA",5,"Partido Nacional",1972-12-12,1973-02-11,41,"Diputado","Suplente","Rivera",1,NA,1937-06-01,1972-02-15,1973-06-27,1972-10-21,NA,35,35,"1934-1973"
"ABONDET",NA,"EMILIO",NA,2894,"Partido Colorado",2010-03-01,NA,47,"Concejal","Titular","Soriano Cardona",1,NA,1956-08-25,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,53,53,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",1990-02-15,1995-02-14,43,"Senador","Titular",NA,1,NA,1945-11-12,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,44,44,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",2005-02-15,NA,46,"Senador","Titular",NA,1,NA,1945-11-12,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,59,59,"1985-2020"
"ABREU","DE MACHADO","MARGARITA",NA,1456,"Partido Nacional",NA,NA,35,"Diputado","Suplente","Rocha",0,NA,1900-04-15,1947-02-13,1951-02-12,1949-02-12,48,NA,48,"1934-1973"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",2010-02-15,NA,47,"Senador","Titular",NA,1,NA,1945-11-12,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,64,64,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",2020-02-15,NA,49,"Senador","Titular",NA,1,NA,1945-11-12,2020-02-15,2025-02-14,2022-08-16,NA,74,74,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",1993-01-04,1995-03-01,43,"Ministro Relaciones Exteriores","Titular",NA,1,NA,1945-11-12,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,47,47,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",2000-03-01,2002-11-12,45,"Ministro Industria, Energia y Mineria","Titular",NA,1,NA,1945-11-12,2000-02-15,2005-02-14,2002-08-16,NA,54,54,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",2004-10-31,2004-10-31,45,"Candidato Vicepresidente",NA,NA,1,NA,1945-11-12,2000-02-15,2005-02-14,2002-08-16,NA,58,58,"1985-2020"
"ABREU",NA,"SERGIO",NA,6,"Partido Nacional",1999-10-31,1999-10-31,44,"Candidato Vicepresidente",NA,NA,1,NA,1945-11-12,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,53,53,"1985-2020"
"ABT",NA,"ANDRES",NA,2970,"Partido de la Concertacion",2015-03-01,NA,48,"Alcalde","Titular","Montevideo CH",1,NA,1973-06-01,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,41,41,"1985-2020"
"ACHE","ETCHART","NASIM",NA,7,"Partido Colorado",1951-06-14,NA,36,"Diputado","Suplente","Montevideo",1,NA,1917-03-08,1951-02-15,1955-02-14,1953-02-14,NA,34,34,"1934-1973"
"ACHE","ETCHART","NASIM",NA,7,"Partido Colorado",1963-02-15,1967-02-14,39,"Diputado","Titular","Rocha",1,NA,1917-03-08,1963-02-15,1967-02-14,1965-02-14,NA,45,45,"1934-1973"
"ACHE","ETCHART","NASIM",NA,7,"Partido Colorado",1967-02-15,1972-02-14,40,"Diputado","Titular","Montevideo",1,NA,1917-03-08,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,49,49,"1934-1973"
"ACHE","ETCHART","NASIM",NA,7,"Partido Colorado",1972-02-15,1973-06-27,41,"Diputado","Titular","Montevideo",1,NA,1917-03-08,1972-02-15,1973-06-27,1972-10-21,NA,54,54,"1934-1973"
"ACHE",NA,"ANTONIO",NA,1457,"Partido Colorado",NA,NA,41,"Diputado","Suplente","Montevideo",1,NA,NA,1972-02-15,1973-06-27,1972-10-21,NA,NA,NA,"1934-1973"
"ACHE",NA,"EDUARDO",NA,1458,"Partido Colorado",NA,NA,43,"Senador","Suplente",NA,1,NA,1956-08-11,1990-02-15,1995-02-14,1992-08-15 12:00:00,36,NA,36,"1985-2020"
"ACHE",NA,"EDUARDO",NA,1458,"Partido Colorado",1992-02-11,1994-05-04,43,"Ministro Industria, Energia y Mineria","Titular",NA,1,NA,1956-08-11,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,35,35,"1985-2020"
"ACHE",NA,"EDUARDO",NA,1458,"Partido Colorado",1994-11-27,1994-11-27,43,"Candidato Vicepresidente",NA,NA,1,NA,1956-08-11,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,38,38,"1985-2020"
"ACOSTA",NA,"EVERGISTO",NA,8,"Partido Colorado",1957-03-15,1959-02-14,37,"Diputado","Suplente","Rivera",1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"ACOSTA",NA,"ISIDORO",NA,9,"Partido Nacional",1993-07-15,NA,43,"Diputado","Suplente","Montevideo",1,NA,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA","Y LARA","FERNANDO",NA,11,"Partido Colorado",1938-05-25,1942-02-21,33,"Diputado","Titular","Montevideo",1,NA,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973"
"ACOSTA","Y LARA","RAUL",NA,12,"Partido Colorado",NA,1989-10-01,42,"Senador","Suplente",NA,1,NA,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"LUIS","C.",1459,"Partido Colorado",NA,NA,32,"Diputado","Suplente","Canelones",1,NA,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973"
"ACOSTA",NA,"LUIS","C.",1459,"Partido Colorado",NA,NA,36,"Diputado","Suplente","Canelones",1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"ACOSTA",NA,"LUIS","C.",1459,"Partido Colorado",NA,NA,37,"Diputado","Titular","Canelones",1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"ACOSTA",NA,"MARGOT",NA,1460,"Partido Colorado",NA,NA,45,"Diputado","Suplente","Canelones",0,NA,1946-09-16,2000-02-15,2005-02-14,2002-08-16,55,NA,55,"1985-2020"
"ACOSTA","MARTINEZ","MARIO",NA,1461,"Partido Colorado",NA,NA,43,"Diputado","Suplente","Lavalleja",1,NA,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA","MARTINEZ","MARIO",NA,1461,"Partido Colorado",NA,NA,44,"Diputado","Suplente","Lavalleja",1,NA,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA","NOCEDO","NIBER",NA,1462,"Partido Colorado",NA,NA,43,"Diputado","Suplente","Treinta y Tres",1,NA,1945-11-28,1990-02-15,1995-02-14,1992-08-15 12:00:00,46,NA,46,"1985-2020"
"ACOSTA","NOCEDO","NIBER",NA,1462,"Partido Colorado",NA,NA,44,"Diputado","Suplente","Treinta y Tres",1,NA,1945-11-28,1995-02-15,2000-02-14,1997-08-15 12:00:00,51,NA,51,"1985-2020"
"ACOSTA",NA,"TEODORO",NA,1463,"Partido Nacional",NA,NA,43,"Diputado","Suplente","Montevideo",1,NA,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"WALTER",NA,1464,"Partido Nacional",NA,NA,44,"Diputado","Suplente","Maldonado",1,NA,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"MARILU",NA,1460,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Rocha Castillos",0,NA,1946-09-16,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,63,63,"1985-2020"
"ACOSTA",NA,"ARTURO",NA,2809,"Partido Nacional",2010-03-01,NA,47,"Concejal","Titular","Cerro Largo Fraile Muerto",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"MATIAS",NA,2817,"Partido Nacional",2010-03-01,NA,47,"Concejal","Titular","Rivera Tranqueras",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"CESAR",NA,3014,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Canelones Paso Carrasco",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"MARCELA",NA,3054,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Canelones Los Cerrillos",0,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"MATIAS",NA,2817,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Rivera Tranqueras",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA",NA,"DANIELO","A.",3262,"Partido Nacional",2015-03-01,NA,48,"Alcalde","Titular","Lavalleja José Pedro Varela",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ACOSTA","Y LARA","HORACIO",NA,3554,"Partido Colorado",1938-06-30,1942-06-07,33,"Intendente","Titular","Montevideo",1,NA,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973"
"ACOSTA","ARTETA","GILBERTO",NA,3697,"Partido Colorado",1963-02-15,1967-02-14,39,"Concejal Departamental","Titular","Maldonado",1,NA,1909-04-20,1963-02-15,1967-02-14,1965-02-14,NA,53,53,"1934-1973"
"ACOSTA","ARTETA","GILBERTO",NA,3697,"Partido Colorado",1967-02-15,1972-02-14,40,"Intendente","Titular","Maldonado",1,NA,1909-04-20,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,57,57,"1934-1973"
"ACOSTA","ARTETA","GILBERTO",NA,3697,"Partido Colorado",1972-02-15,1973-06-27,41,"Intendente","Titular","Maldonado",1,NA,1909-04-20,1972-02-15,1973-06-27,1972-10-21,NA,62,62,"1934-1973"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1959-02-15,1963-02-14,38,"Senador","Titular",NA,1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"ACQUISTAPACE",NA,"JOSE","A.",13,"Partido Colorado",1949-11-08,1951-03-01,35,"Ministro Obras Publicas","Titular",NA,1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"ACQUISTAPACE",NA,"JOSE","A.",13,"Partido Colorado",1954-02-16,1955-03-01,36,"Ministro Obras Publicas","Titular",NA,1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1947-02-15,1951-02-14,35,"Intendente","Titular","Paysandu",1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1951-02-15,1955-02-14,36,"Intendente","Titular","Paysandu",1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"ACUA",NA,"JORGE",NA,1239,"Partido Colorado",NA,NA,44,"Senador","Suplente",NA,1,NA,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2020"
"ADDIEGO","BRUNO","RAFAEL",NA,3289,"Presidente Suprema Corte de Justicia",1985-02-12,1985-03-01,42,"Presidente de la Republica","Interino",NA,1,NA,1923-02-23,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,61,61,"1985-2020"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2000-02-15,2005-02-14,45,"Diputado","Titular","Canelones",1,NA,1942-09-04,2000-02-15,2005-02-14,2002-08-16,NA,57,57,"1985-2020"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2005-02-15,NA,46,"Senador","Titular",NA,1,NA,1942-09-04,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,62,62,"1985-2020"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",NA,NA,45,"Senador","Suplente",NA,1,NA,1942-09-04,2000-02-15,2005-02-14,2002-08-16,59,NA,59,"1985-2020"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2015-02-15,NA,48,"Senador","Titular",NA,1,NA,1942-09-04,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,72,72,"1985-2020"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2010-02-15,NA,47,"Senador","Titular",NA,1,NA,1942-09-04,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,67,67,"1985-2020"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2008-03-03,2009-03-05,46,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,NA,1942-09-04,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,65,65,"1985-2020"
"AGORIO",NA,"JULIO",NA,1465,"Partido Colorado",NA,NA,36,"Diputado","Suplente","San Jose",1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"AGORIO",NA,"JULIO",NA,1465,"Partido Colorado",NA,NA,36,"Senador","Suplente",NA,1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"AGORIO",NA,"JULIO",NA,1465,"Partido Colorado",NA,NA,37,"Diputado","Titular","San Jose",1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"AGORIO",NA,"LEOPOLDO",NA,3393,"Union Popular",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"AGORIO",NA,"LEOPOLDO",NA,3393,"Partido Socialista",1958-11-30,1958-11-30,37,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"AGOTI","J.","J.","IGNACIO",1466,"Frente Amplio",NA,NA,45,"Diputado","Suplente","Montevideo",1,NA,1944-04-08,2000-02-15,2005-02-14,2002-08-16,58,NA,58,"1985-2020"
"AGUERRE",NA,"TABARE",NA,2564,"Frente Amplio",2010-03-01,2015-02-28,47,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,NA,1957-04-12,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,52,52,"1985-2020"
"AGUERRE",NA,"TABARE",NA,2564,"Frente Amplio",2015-03-01,2018-01-15,48,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,NA,1957-04-12,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,57,57,"1985-2020"
"AGUERRE",NA,"MIGUEL",NA,3566,"Partido Colorado",1943-02-15,1947-02-14,34,"Intendente","Titular","Rivera",1,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
"AGUERRONDO",NA,"MARIO",NA,3353,"Partido Nacional",1971-11-28,1971-11-28,40,"Candidato Presidente",NA,NA,1,2,1910-06-01,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,61,61,"1934-1973"
"AGUIAR",NA,"FEDERICO","J.",15,"Partido Colorado",1911-02-15,1914-02-14,24,"Diputado","Titular","Cerro Largo",1,NA,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933"
"AGUIAR",NA,"JUAN","JOSE",3432,"Union Democrata Reformista",1958-11-30,1958-11-30,37,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"AGUILAR",NA,"BALTASAR","J.",1467,"Frente Amplio",NA,NA,45,"Diputado","Suplente","San Jose",1,NA,1951-01-26,2000-02-15,2005-02-14,2002-08-16,51,NA,51,"1985-2020"
"AGUIRRE",NA,"ALBERTO","P.",16,"Partido Nacional",1929-05-30,1932-02-14,30,"Diputado","Suplente","Montevideo",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1914-02-15,1917-02-14,25,"Diputado","Titular","Soriano",1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1917-02-15,1919-03-11,26,"Diputado","Titular","Soriano",1,NA,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1919-03-11,1920-02-14,26,"Senador","Suplente","Rocha",1,NA,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1920-02-15,1923-02-14,27,"Senador","Suplente","San Jose",1,NA,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1923-02-15,1926-02-14,28,"Diputado","Titular","Colonia",1,NA,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1943-02-15,1947-02-10,34,"Senador","Titular",NA,1,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
"AGUIRRE",NA,"MARTIN",NA,18,"Partido Nacional",1902-02-20,1905-02-14,21,"Diputado","Titular","Rivera",1,NA,NA,1902-02-08,1905-02-06,1903-08-09,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"MARTIN",NA,18,"Partido Nacional",1908-02-20,1908-02-24,23,"Diputado","Titular","Colonia",1,NA,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933"
"AGUIRRE",NA,"NUMA",NA,19,"Partido Nacional",1985-02-15,1990-02-14,42,"Diputado","Titular","Durazno",1,NA,1924-09-10,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,60,60,"1985-2020"
"AGUIRRE",NA,"RAMON",NA,20,"Partido Colorado",NA,1965-02-01,39,"Diputado","Suplente","Durazno",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
