"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","legislatura","cargo","status","circunscripcion","sexo","fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas"
"DELGADO",NA,"ALVARO",NA,445,"Partido Nacional",2010-02-15,NA,47,"Diputado","Titular","Montevideo",1,NA,1969-03-11,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,40,40,"1985-2020"
"DELGADO",NA,"ALVARO",NA,445,"Partido Nacional",2015-02-15,NA,48,"Senador","Titular",NA,1,NA,1969-03-11,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,45,45,"1985-2020"
"DELGADO",NA,"ALVARO",NA,445,"Partido Nacional",2020-02-15,NA,49,"Diputado","Titular","Montevideo",1,NA,1969-03-11,2020-02-15,2025-02-14,2022-08-16,NA,50,50,"1985-2020"
"DELGADO",NA,"GUSATVO",NA,2738,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Canelones San Antonio",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"CARLOS",NA,2746,"Partido Nacional",2010-03-01,NA,47,"Concejal","Titular","Canelones Suárez",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"GUSTAVO",NA,2738,"Partido Nacional",2010-03-01,NA,47,"Concejal","Titular","Maldonado Aiguá",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"JUAN",NA,3029,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Canelones Suárez",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"GUSTAVO",NA,2738,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Canelones San Antonio",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"MARCELO",NA,3066,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Canelones Aguas Corrientes",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"LUIS",NA,3029,"Movimiento Justiciero",1994-11-27,1994-11-27,43,"Candidato Vicepresidente",NA,NA,1,NA,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DELGADO",NA,"NESTOR",NA,3380,"Partido Nacional",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"DELGUE",NA,"JUAN","MARIO",448,"Partido Nacional",1967-02-15,1972-02-14,40,"Diputado","Titular","Salto",1,NA,1915-05-08,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,51,51,"1934-1973"
"DELLA","VENTURA","AMANDA",NA,2364,"Frente Amplio",2020-02-15,NA,49,"Senador","Titular",NA,0,NA,1955-08-31,2020-02-15,2025-02-14,2022-08-16,NA,64,64,"1985-2020"
"DELLEPIANE",NA,"ELISA",NA,1716,"Partido por el Gobierno del Pueblo",NA,NA,43,"Senador","Suplente",NA,0,NA,1925-03-27,1990-02-15,1995-02-14,1992-08-15 12:00:00,67,NA,67,"1985-2020"
"DELPIAZZO",NA,"CARLOS",NA,449,"Partido Nacional",1998-11-06,1998-11-19,44,"Senador","Suplente",NA,1,NA,1951-09-13,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,47,47,"1985-2020"
"DELPIAZZO",NA,"CARLOS",NA,449,"Partido Nacional",1991-06-10,1992-08-11,43,"Ministro Salud Publica","Titular",NA,1,NA,1951-09-13,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,39,39,"1985-2020"
"DELSA",NA,"PAULINO",NA,1717,"Partido Nacional",NA,NA,43,"Diputado","Suplente","Montevideo",1,NA,1949-01-21,1990-02-15,1995-02-14,1992-08-15 12:00:00,43,NA,43,"1985-2020"
"DEMARCO",NA,"VICTOR",NA,450,"Partido Colorado",1932-02-15,1932-10-02,31,"Diputado","Titular","Paysandu",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"DEMARCO",NA,"MARIELA",NA,1718,"Nuevo Espacio",NA,NA,44,"Diputado","Suplente","Montevideo",0,NA,1955-07-26,1995-02-15,2000-02-14,1997-08-15 12:00:00,42,NA,42,"1985-2020"
"DEMARCO",NA,"MARIELA",NA,1718,"Nuevo Espacio",NA,NA,45,"Diputado","Suplente","Montevideo",0,NA,1955-07-26,2000-02-15,2005-02-14,2002-08-16,47,NA,47,"1985-2020"
"DEMARCO",NA,"MARIELLA",NA,1718,"Partido Independiente",2010-03-01,2015-03-01,47,"Secretario Corte Electoral",NA,NA,0,NA,1955-07-26,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,54,54,"1985-2020"
"DEMATTEIS","DE LORENZI","NOEL",NA,451,"Partido Colorado",1946-11-11,1947-02-10,34,"Senador","Suplente",NA,0,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
"DEMICHELI",NA,"ALBERTO",NA,1719,"Partido Colorado",NA,NA,29,"Diputado","Suplente","Rivera",1,NA,1896-08-07,1926-02-09,1929-01-28,1927-08-05,30,NA,30,"1902-1933"
"DEMICHELI",NA,"ALBERTO",NA,1719,"Partido Colorado",NA,NA,30,"Diputado","Suplente","Montevideo",1,NA,1896-08-07,1929-02-01,1932-01-29,1930-08-01,33,NA,33,"1902-1933"
"DEMICHELI",NA,"ALBERTO",NA,1719,"Partido Colorado",NA,NA,30,"Diputado","Suplente","Rivera",1,NA,1896-08-07,1929-02-01,1932-01-29,1930-08-01,33,NA,33,"1902-1933"
"DEMICHELI",NA,"ALBERTO",NA,1719,"Partido Colorado",NA,NA,30,"Senador","Titular","Rocha",1,NA,1896-08-07,1929-02-01,1932-01-29,1930-08-01,33,NA,33,"1902-1933"
"DEMICHELI",NA,"ALBERTO",NA,1719,"Partido Colorado",NA,NA,31,"Senador","Titular","Rocha",1,NA,1896-08-07,1932-02-09,1933-03-31,1932-09-04,36,NA,36,"1902-1933"
"DEMICHELI",NA,"ALBERTO",NA,1719,"Partido Colorado",NA,NA,32,"Senador","Titular",NA,1,NA,1896-08-07,1934-05-18,1938-05-16,1936-05-16 12:00:00,39,NA,39,"1934-1973"
"DEMICHELIS",NA,"CARLOS",NA,452,"Partido Colorado",1956-11-06,1957-03-01,37,"Diputado","Suplente","Paysandu",1,NA,1910-02-19,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,46,46,"1934-1973"
"DEMICHELLI",NA,"ALBERTO",NA,1719,"Partido Colorado",1930-03-21,1931-03-01,30,"Ministro Justicia e Instruccion Publica","Titular",NA,1,NA,1896-08-07,1929-02-01,1932-01-29,1930-08-01,NA,33,33,"1902-1933"
"DEMICHELLI",NA,"ALBERTO",NA,1719,"Partido Colorado",1932-08-24,1933-11-15,31,"Ministro Interior","Titular",NA,1,NA,1896-08-07,1932-02-09,1933-03-31,1932-09-04,NA,36,36,"1902-1933"
"DEMICHELLI",NA,"ALBERTO",NA,1719,"Partido Colorado",1934-05-18,1934-09-19,32,"Ministro Interior","Titular",NA,1,NA,1896-08-07,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,37,37,"1934-1973"
"DENTONE",NA,"LUIS","J.",453,"Partido Nacional",1947-05-06,NA,35,"Diputado","Suplente","Tacuarembo",1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"DESTEFANIS",NA,"LUIS","PEDRO",454,"Partido Colorado",1943-02-15,1943-03-02,34,"Diputado","Suplente","Colonia",1,1,1906-06-01,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,36,36,"1934-1973"
"DETJEN",NA,"PRIMAVERA",NA,455,"Partido Colorado",1971-06-15,NA,40,"Diputado","Suplente","Soriano",0,NA,1944-11-20,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,26,26,"1934-1973"
"DETJEN",NA,"PEDRO",NA,1720,"Partido Colorado",NA,NA,39,"Diputado","Suplente","Soriano",1,NA,1901-01-31,1963-02-15,1967-02-14,1965-02-14,64,NA,64,"1934-1973"
"DETOMASI",NA,"RAUL",NA,2672,"Partido Nacional",2010-03-01,NA,47,"Alcalde","Titular","Canelones San Jacinto",1,NA,1956-05-25,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,53,53,"1985-2020"
"DEVICENZI",NA,"JUAN","DIOS",456,"Partido Colorado",1905-03-14,1908-02-14,22,"Diputado","Titular","Maldonado",1,1,1860-06-01,1905-03-09,1908-01-13,1906-08-11,NA,44,44,"1902-1933"
"DEVITTA",NA,"JOSE","LUIS",2702,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Canelones Pando",1,NA,1955-02-15,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,55,55,"1985-2020"
"DEVOTTO",NA,"DOMINGO",NA,1721,"Partido Nacional",NA,NA,43,"Diputado","Suplente","Salto",1,NA,1928-02-22,1990-02-15,1995-02-14,1992-08-15 12:00:00,64,NA,64,"1985-2020"
"DI CANDIA","CANDIA","CHRISTIAN",NA,3783,"Frente Amplio",2019-04-01,NA,48,"Intendente","Suplente","Montevideo",1,NA,1981-10-08,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,37,37,"1985-2020"
"DI CARLO","CARLO","ONOFRE",NA,457,"Partido Colorado",1963-02-15,1967-02-14,39,"Diputado","Titular","Salto",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"DI PAULA","PAULA","RUTILO",NA,432,"Partido Colorado",1959-02-15,1963-02-14,38,"Concejal Departamental","Titular","Salto",1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"DI TRANO","TRANO","ROQUE",NA,1722,"Partido Colorado",NA,NA,39,"Diputado","Suplente","Canelones",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"DI TRANO","TRANO","ROQUE",NA,1722,"Partido Colorado",NA,NA,40,"Diputado","Suplente","Canelones",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"DIAZ",NA,"FEDERICO",NA,458,"Partido Colorado",1908-02-15,1911-02-14,23,"Diputado","Titular","Montevideo",1,NA,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933"
"DIAZ","MAYNARD","DANIEL",NA,459,"Partido por el Gobierno del Pueblo",1990-02-15,1995-02-14,43,"Diputado","Titular","Montevideo",1,NA,1933-10-12,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,56,56,"1985-2020"
"DIAZ","MAYNARD","DANIEL",NA,459,"Frente Amplio",1995-02-15,2000-02-14,44,"Diputado","Titular","Montevideo",1,NA,1933-10-12,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,61,61,"1985-2020"
"DIAZ","MAYNARD","DANIEL",NA,459,"Frente Amplio",2000-02-15,2005-02-14,45,"Diputado","Titular","Montevideo",1,NA,1933-10-12,2000-02-15,2005-02-14,2002-08-16,NA,66,66,"1985-2020"
"DIAZ",NA,"PEDRO",NA,460,"Partido Socialista",1911-02-15,1914-02-14,24,"Diputado","Titular","Montevideo",1,NA,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933"
"DIAZ","PUJADO","ARIEL",NA,461,"Frente Amplio",1972-02-15,1973-06-27,41,"Diputado","Titular","Soriano",1,NA,1940-08-04,1972-02-15,1973-06-27,1972-10-21,NA,31,31,"1934-1973"
"DIAZ",NA,"RAMON","P.",462,"Partido Nacional",1923-02-14,1926-02-12,28,"Senador","Titular","Maldonado",1,NA,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933"
"DIAZ",NA,"RAMON","P.",462,"Partido Nacional",1926-02-15,1929-01-28,29,"Senador","Titular","Maldonado",1,NA,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933"
"DIAZ",NA,"RAMON","P.",462,"Partido Nacional",1929-02-15,1932-02-14,30,"Diputado","Titular","Lavalleja",1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
"DIAZ",NA,"RUBEN",NA,463,"Partido Colorado",NA,1989-09-12,42,"Diputado","Suplente","Montevideo",1,NA,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"RUBEN",NA,463,"Partido Colorado",1995-03-07,2000-02-14,44,"Diputado","Suplente","Montevideo",1,NA,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"RUBEN",NA,463,"Partido Colorado",2000-02-15,2005-02-14,45,"Diputado","Titular","Montevideo",1,NA,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2020"
"DIAZ","ETULAIN","TULIO","W.",1723,"Partido Colorado",NA,NA,40,"Diputado","Suplente","Flores",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"DIAZ",NA,"BETTIANA",NA,2324,"Frente Amplio",2020-02-15,NA,49,"Diputado","Titular","Montevideo",0,NA,1988-02-09,2020-02-15,2025-02-14,2022-08-16,NA,32,32,"1985-2020"
"DIAZ",NA,"HORACIO",NA,2757,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Maldonado Punta del Este",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"FERNANDO",NA,2878,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Rio Negro Nuevo Berlín",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"ALBERTO",NA,1661,"Frente Amplio",2015-03-01,NA,48,"Concejal","Titular","Canelones Salinas",1,NA,1940-08-17,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,74,74,"1985-2020"
"DIAZ",NA,"OMAR",NA,3130,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Cerro Largo Arévalo",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"RAMIRO",NA,3192,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Paysandu Tambores",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"PABLO",NA,2435,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Paysandu Tambores",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIAZ",NA,"RAMON",NA,462,"Partido Liberal",2004-06-27,2004-06-27,45,"Candidato Precandidato Presidente",NA,NA,1,NA,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2020"
"DIAZ",NA,"OMAR",NA,3130,"Movimiento Progresista",1962-11-25,1962-11-25,38,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"DIAZ","PELUFFO","JULIO",NA,3448,"Partido Laborista",1958-11-30,1958-11-30,37,"Candidato Consejo Nacional de Gobierno",NA,NA,1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"DIAZ","YJAIME","ENRIQUE",NA,3521,"Partido Nacional",1926-10-02,1932-02-23,29,"Consejero Departamental","Titular","Rocha",1,NA,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933"
"DIAZ","ETULAIN","TULIO","W.",1723,"Partido Colorado",1963-02-15,1967-02-14,39,"Concejal Departamental","Titular","Flores",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"DIAZ",NA,"EDUARDO","H.",3694,"Partido Nacional",1963-02-15,1967-02-14,39,"Concejal Departamental","Titular","Lavalleja",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"DIAZ","DE LEON","MARIO","ALBERTO",3785,"Frente Amplio",2020-02-10,NA,48,"Intendente","Suplente","Paysandu",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DIBOT",NA,"DANIEL",NA,2899,"Partido Nacional",2010-03-01,NA,47,"Alcalde","Titular","Colonia Rosario",1,NA,1964-01-18,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,46,46,"1985-2020"
"DIBOT",NA,"DANIEL",NA,2899,"Partido Nacional",2015-03-01,NA,48,"Alcalde","Titular","Colonia Rosario",1,NA,1964-01-18,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,51,51,"1985-2020"
"DICANCRO",NA,"MIGUEL",NA,1724,"Partido Colorado",NA,NA,45,"Diputado","Suplente","Montevideo",1,NA,1927-02-23,2000-02-15,2005-02-14,2002-08-16,75,NA,75,"1985-2020"
"DICONO",NA,"LUIS","ROQUE",3719,"Partido Nacional",1967-02-15,1972-02-14,40,"Intendente","Titular","Colonia",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"DIESTE",NA,"ELADIO","F.",3451,"Partido Colorado",1926-02-13,1929-10-02,29,"Consejero Departamental","Titular","Artigas",1,2,1880-06-01,1926-02-09,1929-01-28,1927-08-05,NA,45,45,"1902-1933"
"DIEZ",NA,"JOSE","LUIS",3118,"Partido Nacional",2015-03-01,NA,48,"Concejal","Titular","Cerro Largo Aceguá",1,NA,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DINEGRI","COSTA","MIGUEL",NA,3482,"Partido Nacional",1926-02-13,1929-10-02,29,"Consejero Departamental","Titular","Rocha",1,1,1878-08-18,1926-02-09,1929-01-28,1927-08-05,NA,47,47,"1902-1933"
"DINI",NA,"LUIS",NA,1725,"Partido Colorado",NA,NA,45,"Senador","Suplente",NA,1,NA,1927-06-08,2000-02-15,2005-02-14,2002-08-16,75,NA,75,"1985-2020"
"DINI",NA,"DANTE",NA,2408,"Partido Nacional",2015-02-15,NA,48,"Diputado","Titular","Montevideo",1,NA,1955-11-25,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,59,59,"1985-2020"
"DINI",NA,"MARIA",NA,3322,"Union Civica",1999-10-31,1999-10-31,44,"Candidato Vicepresidente",NA,NA,0,NA,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DODERA",NA,"RAUL",NA,465,"Partido Nacional",1961-09-07,1961-12-31,38,"Diputado","Suplente","Colonia",1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"DOMENECH",NA,"GERVASIO",NA,467,"Partido Nacional",1959-06-16,1963-02-14,38,"Diputado","Suplente","Montevideo",1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"DOMENECH",NA,"GERVASIO",NA,467,"Partido Nacional",1963-02-18,1967-02-14,39,"Diputado","Titular","Montevideo",1,NA,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973"
"DOMENECH",NA,"GUILLERMO",NA,2289,"Cabildo Abierto",2020-02-15,NA,49,"Senador","Titular",NA,1,NA,1950-09-17,2020-02-15,2025-02-14,2022-08-16,NA,69,69,"1985-2020"
"DOMENECH",NA,"GUILLERMO",NA,2289,"Cabildo Abierto",2019-10-27,2019-10-27,48,"Candidato Vicepresidente",NA,NA,1,NA,1950-09-17,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,69,69,"1985-2020"
"DOMINGUEZ","CAMPORA","ALBERTO",NA,468,"Partido Colorado",1932-02-18,1933-03-31,31,"Diputado","Titular","Cerro Largo",1,NA,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933"
"DOMINGUEZ","CAMPORA","ALBERTO",NA,468,"Partido Colorado",1943-02-15,1943-05-15,34,"Diputado","Titular","Montevideo",1,NA,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973"
"DOMINGUEZ",NA,"RUFINO","T.",469,"Sin partido",1902-02-08,1903-01-21,21,"Senador","Titular","Florida",1,NA,NA,1902-02-08,1905-02-06,1903-08-09,NA,NA,NA,"1902-1933"
"DOMINGUEZ",NA,"CARLOS","MARIA",1726,"Partido Nacional",NA,NA,35,"Senador","Suplente",NA,1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"DOMINGUEZ",NA,"RUFINO","T.",469,"Partido Colorado",1919-10-16,1919-06-23,26,"Ministro Relaciones Exteriores","Titular",NA,1,NA,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933"
"DOMINGUEZ",NA,"RUFINO","T.",469,"Partido Colorado",1925-03-12,1927-03-01,28,"Ministro Interior","Titular",NA,1,NA,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933"
"DOMINGUEZ",NA,"RUFINO","T.",469,"Partido Colorado",1927-03-01,1930-03-01,29,"Ministro Relaciones Exteriores","Titular",NA,1,NA,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933"
"DOMINGUEZ","CAMPORA","ALBERTO",NA,468,"Partido Colorado",1950-11-23,1951-03-01,35,"Ministro Relaciones Exteriores","Titular",NA,1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"DOMINGUEZ","CAMPORA","ALBERTO",NA,468,"Partido Colorado",1951-03-01,1952-03-01,36,"Ministro Relaciones Exteriores","Titular",NA,1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"DOMINGUEZ",NA,"MARCELO",NA,2659,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Canelones Progreso",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DONATO",NA,"ROQUE",NA,3615,"Partido Nacional",1955-02-15,1959-02-14,37,"Concejal Departamental","Titular","Rio Negro",1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"DONATO",NA,"FRANCISCO","S.",3628,"Partido Colorado",1955-02-15,1959-02-14,37,"Presidente del Concejo Departamental","Titular","San Jose",1,NA,1905-01-04,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,50,50,"1934-1973"
"DONATO",NA,"FRANCISCO","S.",3628,"Partido Colorado",1959-02-15,1963-02-14,38,"Concejal Departamental","Titular","San Jose",1,2,1905-01-04,1959-02-15,1963-02-14,1961-02-14,NA,54,54,"1934-1973"
"DORIA",NA,"ENRIQUE","D.",470,"Partido Colorado",1911-03-07,1914-02-14,24,"Diputado","Suplente","Lavalleja",1,NA,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933"
"DORIA",NA,"ENRIQUE","D.",470,"Partido Colorado",1914-03-19,1917-02-14,25,"Diputado","Titular","Lavalleja",1,NA,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933"
"DORIA",NA,"ENRIQUE","D.",470,"Partido Colorado",1920-02-18,1923-02-14,27,"Diputado","Titular","Montevideo",1,NA,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933"
"DOS","SANTOS","VALENTINA",NA,2431,"Partido Nacional",2020-02-15,NA,49,"Diputado","Titular","Artigas",0,NA,1984-09-30,2020-02-15,2025-02-14,2022-08-16,NA,35,35,"1985-2020"
"DOS","SANTOS","CARLOS",NA,2932,"Partido Nacional",2010-03-01,NA,47,"Concejal","Titular","Florida Sarandí Grande",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DOSETTI",NA,"GUSTAVO",NA,1727,"Partido Nacional",NA,NA,42,"Diputado","Suplente","Montevideo",1,NA,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2020"
"DOTTI","COSME","DAVID",NA,471,"Partido Nacional",2005-02-15,NA,46,"Diputado","Titular","Paysandu",1,NA,1950-05-10,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,54,54,"1985-2020"
"DOTTI",NA,"ROBERTO",NA,1728,"Partido Colorado",NA,NA,44,"Diputado","Suplente","Montevideo",1,NA,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DOTTI",NA,"LUCIA",NA,2753,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Maldonado Ciudad de Maldonado",0,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DUARTE",NA,"WASHINGTON",NA,1729,"Partido Nacional",NA,NA,40,"Diputado","Suplente","Canelones",1,NA,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973"
"DUARTE",NA,"JORGE",NA,2861,"Frente Amplio",2010-03-01,NA,47,"Concejal","Titular","Salto Mataojo",1,NA,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DUBRA",NA,"ARTURO",NA,472,"Partido Socialista",1947-02-15,1951-02-14,35,"Diputado","Titular","Montevideo",1,NA,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973"
"DUBRA",NA,"ARTURO",NA,472,"Partido Socialista",1951-02-15,1955-02-14,36,"Diputado","Titular","Montevideo",1,NA,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973"
"DUBRA",NA,"ARTURO",NA,472,"Partido Socialista",1955-02-15,1959-02-14,37,"Diputado","Titular","Montevideo",1,NA,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973"
"DUBRA",NA,"ARTURO",NA,472,"Partido Socialista",1959-02-15,1963-01-29,38,"Diputado","Titular","Montevideo",1,NA,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973"
"DUBRA",NA,"ARTURO",NA,472,"Frente Amplio",2001-07-19,2001-07-31,45,"Diputado","Suplente","Montevideo",1,NA,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2020"
"DUBRA",NA,"MANUEL",NA,473,"Partido Colorado General Fructuoso Rivera",1934-06-07,1937-10-04,32,"Diputado","Suplente","Rivera",1,NA,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973"
"DUBRA",NA,"ARTURO",NA,472,"Frente Amplio",NA,NA,45,"Senador","Suplente",NA,1,NA,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2020"
"DUBRA",NA,"MIGUEL",NA,4372,"Frente Amplio",NA,NA,43,"Diputado","Suplente","Paysandu",1,NA,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2020"
"DUBRA",NA,"MANUEL",NA,473,"Sin partido",1929-04-13,1931-10-19,30,"Ministro Guerra y Marina","Titular",NA,1,NA,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933"
