"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","cargo","status","circunscripcion","sexo","id_fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas","inicio","fin","cargo_estandarizado","cargo_vigente","legislatura"
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,2,1972-12-21,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,34,NA,34,"1985-2025",2006,2007,"Senador","SI","2005-2010"
"PENA","RODRIGUEZ","LUIS","ALBERTO",5169,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1948-04-03,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,59,NA,59,"1985-2025",2005,2005,"Diputado","SI","2005-2010"
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido de la Gente",NA,NA,"Diputado","Titular",NA,1,2,1972-12-21,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,47,47,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
"PENADES",NA,"GUSTAVO",NA,2009,"Partido Nacional",NA,NA,"Diputado","Titular","Montevideo",1,1,1965-10-07,1995-02-15,2000-02-14,1997-08-15 12:00:00,31,NA,31,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"PENADES",NA,"GUSTAVO",NA,2009,"Partido Nacional",NA,NA,"Diputado","Titular","Montevideo",1,1,1965-10-07,2000-02-15,2005-02-14,2002-08-16,36,NA,36,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"PENADES",NA,"CARLOS","MARIA",4245,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,1,1902-02-24,1959-02-15,1963-02-14,1961-02-14,58,NA,58,"1934-1973",NA,NA,"Senador","SI","1959-1963"
"PENADES",NA,"CARLOS","MARIA",4245,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,1,1902-02-24,1963-02-15,1967-02-14,1965-02-14,62,NA,62,"1934-1973",NA,NA,"Senador","SI","1963-1967"
"PENADES",NA,"CARLOS","MARIA",4245,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,1,1902-02-24,1967-02-15,1972-02-14,1969-08-15 12:00:00,67,NA,67,"1934-1973",NA,NA,"Senador","SI","1967-1972"
"PENADES",NA,"CARLOS","MARIA",4245,"Partido Nacional",1963-03-01,1967-03-01,"Miembro del Consejo Nacional de Gobierno","Titular",NA,1,1,1902-02-24,1963-02-15,1967-02-14,1965-02-14,NA,61,61,"1934-1973",NA,NA,"Miembro del Consejo Nacional de Gobierno","NO","1963-1967"
"PENADES",NA,"CARLOS",NA,4245,"Partido Nacional",1962-11-25,1962-11-25,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,1902-02-24,1959-02-15,1963-02-14,1961-02-14,NA,60,60,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1959-1963"
"PENADES",NA,"CARLOS",NA,4245,"Partido Nacional",1958-11-30,1958-11-30,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,1902-02-24,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,56,56,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1955-1959"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1965-10-07,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,44,44,"1985-2025",2010,2015,"Senador","SI","2010-2015"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",NA,NA,"Diputado","Titular","Montevideo",1,2,1965-10-07,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,49,49,"1985-2025",2020,2020,"Diputado","SI","2015-2020"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",NA,NA,"Diputado","Titular","Montevideo",1,2,1965-10-07,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,49,49,"1985-2025",2015,2020,"Diputado","SI","2015-2020"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,2,1965-10-07,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,56,NA,56,"1985-2025",2020,2023,"Senador","SI","2020-2025"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1965-10-07,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,NA,39,39,"1985-2025",2005,2010,"Senador","SI","2005-2010"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",NA,NA,"Diputado","Titular","Montevideo",1,2,1965-10-07,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,56,NA,56,"1985-2025",2020,2020,"Diputado","SI","2020-2025"
"PENCO",NA,"JOSE","MARIA",1060,"Partido Nacional",1926-10-13,1929-02-14,"Diputado","Suplente","Salto",1,1,1897-06-01,1926-02-09,1929-01-28,1927-08-05,NA,29,29,"1902-1933",NA,NA,"Diputado","SI","1926-1929"
"PENCO",NA,"JOSE","MARIA",1060,"Partido Nacional",1929-02-15,1932-01-08,"Diputado","Titular","Salto",1,1,1897-06-01,1929-02-01,1932-01-29,1930-08-01,NA,31,31,"1902-1933",NA,NA,"Diputado","SI","1929-1932"
"PENCO",NA,"JOSE","MARIA",1060,"Partido Nacional",1943-02-15,NA,"Diputado","Titular","Canelones",1,1,1897-06-01,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,45,45,"1934-1973",NA,NA,"Diputado","SI","1943-1947"
"PENCO",NA,"JOSE","MARIA",1060,"Partido Nacional",NA,1947-02-14,"Diputado","Titular","Montevideo",1,1,1897-06-01,1943-02-04,1947-02-10,1945-02-06 12:00:00,47,NA,47,"1934-1973",NA,NA,"Diputado","SI","1943-1947"
"PENCO",NA,"WILFREDO",NA,2010,"Frente Amplio",NA,NA,"Senador","Suplente",NA,1,1,1954-03-07,1985-02-15,1990-02-14,1987-08-16 12:00:00,33,NA,33,"1985-2025",NA,NA,"Senador","SI","1985-1990"
"PENCO",NA,"WILFREDO",NA,2010,"Frente Amplio",1995-03-01,2000-03-01,"Ministro Corte Electoral",NA,NA,1,1,1954-03-07,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,40,40,"1985-2025",NA,NA,"Ministro Corte Electoral","SI","1995-2000"
"PENCO",NA,"WILFREDO",NA,2010,"Frente Amplio",2010-03-01,2015-03-01,"Vicepresidente Corte Electoral","NEUTRAL",NA,1,1,1954-03-07,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,55,55,"1985-2025",NA,NA,"Vicepresidente Corte Electoral","SI","2010-2015"
"PENCO",NA,"WILFREDO",NA,2010,"Frente Amplio",2015-03-01,2020-03-01,"Vicepresidente Corte Electoral","NEUTRAL",NA,1,1,1954-03-07,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,60,60,"1985-2025",NA,NA,"Vicepresidente Corte Electoral","SI","2015-2020"
"PENZA",NA,"LUIS",NA,5241,"Partido Colorado",1943-02-15,1945-06-18,"Diputado","Titular","Flores",1,1,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1943-1947"
"PERAZA","RIVERO","EDISON",NA,3236,"Partido Nacional",2015-03-01,NA,"Alcalde","Titular","San Jose Rodriguez",1,1,1949-03-07,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,65,65,"1985-2025",NA,NA,"Alcalde","SI","2015-2020"
"PERCO","PEREIRA","JOANNA","MAGDALENA",4965,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,0,2,1979-03-02,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,43,NA,43,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
"PERCOVICH",NA,"MARGARITA",NA,2011,"Frente Amplio",NA,NA,"Diputado","Titular","Montevideo",0,1,1941-01-21,2000-02-15,2005-02-14,2002-08-16,61,NA,61,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"PERCOVICH",NA,"MARGARITA",NA,2011,"Frente Amplio",NA,NA,"Senador","Suplente",NA,0,1,1941-01-21,2000-02-15,2005-02-14,2002-08-16,61,NA,61,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"PERCOVICH",NA,"ROBERTO",NA,3062,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Canelones San Antonio",1,1,1954-07-14,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,60,60,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PERCOVICH",NA,"CARLOS",NA,4016,"Partido Colorado",1908-02-15,1909-06-15,"Diputado","Titular","Canelones",1,1,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1908-1911"
"PERCOVICH",NA,"CARLOS","MARIA",4017,"Partido Nacional",1917-02-15,1920-02-14,"Diputado","Titular","Canelones",1,1,1882-01-09,1917-02-01,1920-02-14,1918-08-09,NA,35,35,"1902-1933",NA,NA,"Diputado","SI","1917-1920"
"PERCOVICH",NA,"CARLOS","MARIA",4017,"Partido Nacional",1920-02-15,1923-02-14,"Diputado","Titular","Canelones",1,1,1882-01-09,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,38,38,"1902-1933",NA,NA,"Diputado","SI","1920-1923"
"PERCOVICH",NA,"CARLOS","MARIA",4017,"Partido Nacional",1923-02-15,1926-02-14,"Diputado","Titular","Canelones",1,1,1882-01-09,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,41,41,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"PERCOVICH",NA,"CARLOS","M.",4017,"Partido Nacional",1926-10-02,1932-02-23,"Consejero Departamental","Titular","Montevideo",1,1,1882-01-09,1926-02-09,1929-01-28,1927-08-05,NA,44,44,"1902-1933",NA,NA,"Consejero Departamental","NO","1926-1929"
"PERCOVICH","ALDABE","MARIA","MARGARITA",5177,"Frente Amplio",NA,NA,"Senador","Suplente",NA,0,2,1941-01-21,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,66,NA,66,"1985-2025",2005,2010,"Senador","SI","2005-2010"
"PERDOMO",NA,"GUILLERMO",NA,1061,"Partido Nacional",1967-02-15,1970-07-20,"Diputado","Titular","Canelones",1,1,1928-09-16,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,38,38,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"PERDOMO",NA,"GUILLERMO",NA,1061,"Partido Nacional",1972-02-15,1973-06-27,"Diputado","Titular","Canelones",1,1,1928-09-16,1972-02-15,1973-06-27,1972-10-21,NA,43,43,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"PERDOMO",NA,"DARO",NA,4448,"Partido Colorado",NA,NA,"Diputado","Suplente","Lavalleja",1,1,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"PERDOMO","LOMBARDO","BENJAMIN",NA,2013,"Partido Colorado",NA,NA,"Diputado","Suplente","Cerro Largo",1,1,1927-04-26,1963-02-15,1967-02-14,1965-02-14,37,NA,37,"1934-1973",NA,NA,"Diputado","SI","1963-1967"
"PERDOMO","LOMBARDO","BENJAMIN",NA,2013,"Partido Colorado",NA,NA,"Diputado","Suplente","Cerro Largo",1,1,1927-04-26,1967-02-15,1972-02-14,1969-08-15 12:00:00,42,NA,42,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"PERDOMO",NA,"GUSATVO",NA,2679,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Canelones San Ramón",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"PERDOMO",NA,"DANIEL",NA,4480,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Maldonado Aiguá",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"PERDOMO",NA,"ALCIDES",NA,2783,"Frente Amplio",2010-03-01,NA,"Alcalde","Titular","Rocha La Paloma",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Alcalde","SI","2010-2015"
"PERDOMO",NA,"SANDRA",NA,2857,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Salto Pueblo Rincón de Valentín",0,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"PERDOMO",NA,"EUGENIA",NA,3007,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Canelones Santa Lucia",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PERDOMO",NA,"ANGEL",NA,2777,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Canelones Santa Lucia",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PERDOMO",NA,"DANIEL",NA,4480,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Maldonado Aiguá",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PERDOMO",NA,"ALCIDES",NA,2783,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Rocha La Paloma",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PERDOMO",NA,"CARLOS",NA,2012,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Florida Casupá",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PERDOMO",NA,"GUILLERMO",NA,1061,"Partido Nacional",1963-02-15,1967-02-14,"Presidente del Concejo Departamental","Titular","Canelones",1,1,1928-09-16,1963-02-15,1967-02-14,1965-02-14,NA,34,34,"1934-1973",NA,NA,"Presidente del Concejo Departamental","NO","1963-1967"
"PERDOMO",NA,"ALBERTO",NA,4018,"Partido Nacional",2000-02-15,2005-02-14,"Diputado","Titular","Canelones",1,1,1967-04-06,2000-02-15,2005-02-14,2002-08-16,NA,32,32,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"PERDOMO",NA,"ELIAS",NA,4019,"Movimiento Progresista",1994-11-27,1994-11-27,"Candidato Presidente",NA,NA,1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Candidato Presidente","SI","1990-1995"
"PERDOMO","RODRIGUEZ","ELIAS",NA,4019,"Movimiento Progresista",1962-11-25,1962-11-25,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1959-1963"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",NA,NA,"Diputado","Titular","Canelones",1,2,1967-04-06,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,42,42,"1985-2025",2010,2015,"Diputado","SI","2010-2015"
"PERDOMO","BARRETO","MILTON","HENRY",4674,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1966-04-08,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,46,NA,46,"1985-2025",2013,2014,"Diputado","SI","2010-2015"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",NA,NA,"Diputado","Titular","Lavalleja",1,2,1967-04-06,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,47,47,"1985-2025",2015,2017,"Diputado","SI","2015-2020"
"PERDOMO","BARRETO","MILTON","HENRY",4674,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1966-04-08,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,51,NA,51,"1985-2025",2017,2018,"Diputado","SI","2015-2020"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",NA,NA,"Diputado","Titular","Canelones",1,2,1967-04-06,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,NA,37,37,"1985-2025",2005,2010,"Diputado","SI","2005-2010"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,2,1967-04-06,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,40,NA,40,"1985-2025",2006,2009,"Senador","SI","2005-2010"
"PERDOMO","DOMINGUEZ","OSCAR","MARIO",5186,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1948-04-24,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,59,NA,59,"1985-2025",2009,2009,"Diputado","SI","2005-2010"
"PEREDA",NA,"FERNANDO",NA,1062,"Partido Colorado",1902-02-08,1905-02-06,"Senador","Suplente","Paysandu",1,1,NA,1902-02-08,1905-02-06,1903-08-09,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1902-1905"
"PEREDA",NA,"FERNANDO",NA,1062,"Partido Colorado",1906-06-18,1908-02-14,"Diputado","Suplente","Montevideo",1,1,NA,1905-03-09,1908-01-13,1906-08-11,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1905-1908"
"PEREDA",NA,"FERNANDO",NA,1062,"Partido Colorado",1909-05-11,1911-02-14,"Diputado","Suplente","Montevideo",1,1,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1908-1911"
"PEREDA",NA,"SETEMBRINO","E.",1063,"Partido Colorado",1902-02-15,1905-02-14,"Diputado","Titular","Paysandu",1,1,1859-04-10,1902-02-08,1905-02-06,1903-08-09,NA,42,42,"1902-1933",NA,NA,"Diputado","SI","1902-1905"
"PEREDA",NA,"EUSTAQUIO","E.",3464,"Partido Nacional",1926-02-13,1929-10-02,"Consejero Departamental","Titular","Flores",1,1,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933",NA,NA,"Consejero Departamental","NO","1926-1929"
"PEREIRA",NA,"ALBERTO",NA,1064,"Partido Nacional",NA,1971-05-27,"Diputado","Suplente","Tacuarembo",1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"PEREIRA","BUSTAMANTE","BENJAMIN",NA,1066,"Partido Nacional",1920-03-03,1923-02-14,"Diputado","Titular","Rivera",1,1,1891-06-01,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,28,28,"1902-1933",NA,NA,"Diputado","SI","1920-1923"
"PEREIRA",NA,"JOSE",NA,1067,"Frente Amplio",1993-05-02,1993-06-02,"Senador","Suplente",NA,1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1990-1995"
"PEREIRA","MACHADO","HERMES",NA,1068,"Partido Nacional",1959-02-15,1963-02-14,"Diputado","Titular","Salto",1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1959-1963"
"PEREIRA","MILLOT","SEVERINO",NA,1069,"Partido Nacional",1994-10-04,1994-10-15,"Diputado","Suplente","Paysandu",1,1,1935-03-29,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,59,59,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"PEREIRA","NUÑEZ","AURELIO",NA,1070,"Partido Nacional",1919-03-11,1920-02-14,"Diputado","Suplente","Soriano",1,1,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1917-1920"
"PEREIRA","NUÑEZ","AURELIO",NA,1070,"Partido Nacional",1923-02-05,1926-02-14,"Diputado","Suplente","Montevideo",1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"PEREIRA","PAVEN","DELMAR",NA,1071,"Partido Nacional",1985-07-24,NA,"Diputado","Suplente","Rivera",1,1,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"PEREIRA","PABEN","RAMON",NA,1072,"Partido Colorado",1985-02-15,1990-02-14,"Diputado","Titular","Flores",1,1,1940-11-16,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,44,44,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"PEREIRA","PABEN","RAMON",NA,1072,"Partido Colorado",1990-02-15,1995-02-14,"Diputado","Titular","Flores",1,1,1940-11-16,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,49,49,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"PEREIRA","PABEN","RAMON",NA,1072,"Partido Colorado",1995-02-15,2000-02-14,"Diputado","Titular","Flores",1,1,1940-11-16,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,54,54,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"PEREIRA","REVERBELL","ULYSSES",NA,1073,"Partido Colorado",1955-02-15,1959-02-14,"Diputado","Titular","Artigas",1,1,1917-12-14,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,37,37,"1934-1973",NA,NA,"Diputado","SI","1955-1959"
"PEREIRA","Y ALVARIZA","POLIDORO",NA,1074,"Partido Colorado",1912-12-19,NA,"Diputado","Suplente","Lavalleja",1,1,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1911-1914"
"PEREIRA",NA,"ARIEL",NA,4449,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,1,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"PEREIRA",NA,"RUBEN","O.",2015,"Partido Nacional",NA,NA,"Diputado","Suplente","Soriano",1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"PEREIRA",NA,"RUBEN","O.",2015,"Partido Nacional",NA,NA,"Diputado","Suplente","Soriano",1,1,NA,1972-02-15,1973-06-27,1972-10-21,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"PEREIRA",NA,"TABARE",NA,2016,"Partido Colorado",NA,NA,"Diputado","Suplente","Durazno",1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"PEREIRA",NA,"RODOLFO",NA,2858,"Partido Colorado",2010-03-01,NA,"Concejal","Titular","Salto Pueblo Rincón de Valentín",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"PEREIRA",NA,"HUGO","A.",2950,"Partido Nacional",2010-03-01,NA,"Concejal","Titular","Lavalleja Solís de Mataojo",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"PEREIRA",NA,"MIGUEL",NA,2973,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Montevideo CH",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA",NA,"DANIEL",NA,2014,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Canelones Migues",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA",NA,"ALEXIS",NA,3136,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Cerro Largo Ramón Trigo",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA",NA,"WASHINGTON",NA,3147,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Artigas Bella Unión",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA",NA,"RODOLFO",NA,2858,"Partido Colorado",2015-03-01,NA,"Concejal","Titular","Salto Rincón de Valentín",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA",NA,"ALEJANDRA",NA,3266,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Lavalleja Solís de Mataojo",0,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA","MACHADO","NAPOLEON",NA,3486,"Partido Nacional",1926-02-13,1929-10-02,"Consejero Departamental","Titular","Salto",1,1,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933",NA,NA,"Consejero Departamental","NO","1926-1929"
"PEREIRA",NA,"LUIS","EDUARDO",3765,"Partido Nacional",2001-02-15,2005-02-14,"Intendente","Suplente","Maldonado",1,1,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2025",NA,NA,"Intendente","SI","2000-2005"
"PEREIRA",NA,"MARIA","CARMEN",4498,"Partido Nacional",NA,NA,"Diputado","Suplente","Paysandu",1,1,1966-11-07,1995-02-15,2000-02-14,1997-08-15 12:00:00,30,NA,30,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"PEREIRA",NA,"RENEE",NA,4307,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Tacuarembo Ansina",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"PEREIRA","CARRACEDO","NICOLAS","JAVIER",4681,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1982-07-19,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,30,NA,30,"1985-2025",2010,2014,"Diputado","SI","2010-2015"
"PEREIRO","CARRESE","NOBILE",NA,2017,"Partido Colorado",NA,NA,"Diputado","Suplente","Lavalleja",1,1,1931-09-12,1967-02-15,1972-02-14,1969-08-15 12:00:00,37,NA,37,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"PERERA",NA,"CARLOS",NA,3075,"Partido Nacional",1958-11-30,1958-11-30,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1955-1959"
"PEREYRA",NA,"ROBERT",NA,2811,"Partido Colorado",2010-03-01,NA,"Alcalde","Titular","Cerro Largo Río Branco",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Alcalde","SI","2010-2015"
