"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura","cluster_id","id_unificado"
"SARAVIA","","MAURO","","Partido Colorado","39",6971,6971
"SENCION","","FULGENCIO","P.","Concentracion Colorada","29",7090,7090
"SENCION","","FULGENCIO","P.","Concordancia Colorada","31",7091,7090
"SILVA","VARELA","JORGE","","Partido Colorado","37",7143,7143
"SILVA","ROTTA","JORGE","","Partido Colorado","45",7143,7143
"SILVA","","JORGE","","Partido Democratico Unido","48",7157,7143
"SILVEIRA","","GUSTAVO","","Partido Colorado","47",7180,7175
"SOSA","ACOSTA","HERIBERTO","","Partido por el Gobierno del Pueblo","43",7271,7270
"SUAREZ","","JUAN","CARLOS","Partido Colorado","37",7348,7348
"SUAREZ","","ALBERTO","C.","Partido Comunista del Uruguay","35",7359,7359
"SUAREZ","","MARIA","LUISA","Partido de los Trabajadores","45",7385,7383
"TERRA","","JUAN","PABLO","Partido Democrata Cristiano","40",7444,7444
"TERRA","AROCENA","HORACIO","","Union Civica","34",7447,7447
"TERRA","AROCENA","HORACIO","","Union Civica","35",7447,7447
"TERRA","AROCENA","HORACIO","","Union Civica","36",7447,7447
"TERRA","AROCENA","HORACIO","","Union Civica","37",7447,7447
"TERRA","","JOSE","LADISLAO","","21",7457,7443
"TERRA","AROCENA","HORACIO","","Partido Democrata Cristiano","38",7461,7447
"URIARTE","","CARLOS","MARIA","Partido Colorado","49",7632,7630
"URIOSTE","OLIVERA","CESAR","","Partido Colorado","29",7645,7639
"VAILLANT","","VICTOR","","Partido Colorado","42",7668,7668
"VAILLANT","","VICTOR","","Partido Colorado","44",7668,7668
"VARZI","","PABLO","","","24",7709,7709
"VARZI","","PABLO","","Partido Colorado","25",7710,7709
"VASCONCELLOS","","HECTOR","","Partido por la Tradicion Colorada","31",7711,7711
"VASCONCELLOS","","HECTOR","","Partido Colorado","29",7718,7711
"VASCONCELLOS","","HECTOR","","Partido Colorado","31",7718,7711
"VAZQUEZ","","WASHINGTON","","Partido Colorado","40",7744,7744
"VAZQUEZ","","WASHINGTON","","Partido Colorado","41",7744,7744
"VAZQUEZ","VARELA","JACOBO","","Partido Colorado","33",7747,7747
"VAZQUEZ","","WASHINGTON","","Partido Federal","39",7762,7744
"VIEYTE","","MIGUEL","","Partido por la Tradicion Colorada","32",7903,7903
"VIEYTE","","MIGUEL","","Partido Colorado","34",7904,7903
"VIEYTE","","MIGUEL","","Partido Colorado","35",7904,7903
"WILLIMAN","","CLAUDIO","","Partido Colorado","21",7979,7978
"WILLIMAN","","CLAUDIO","","Partido Colorado","22",7979,7978
"XIMENEZ","","ISAIAS","","Partido Colorado","27",7990,7990
"XIMENEZ","","ISAIAS","","Partido Colorado","28",7990,7990
"XIMENEZ","","ISAIAS","","Partido Colorado Radical","29",7992,7990
"XIMENEZ","","ISAIAS","","Partido Colorado","30",7990,7990
"XIMENEZ","","ISAIAS","","Partido Colorado","31",7990,7990
"ZABALZA","","PEDRO","","Partido Blanco","36",8017,8013
