primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,id_politico,fecha_inicio,fecha_nac,fuente
BEATRIZ,NA,MARTINEZ,NA,2539,1999-08-24,,
BELARMINO,NA,CAETANO,NA,274,NA,,
BELARMINO,NA,PINTOS,NA,3321,1999-04-25,1942-01-02,
BELITARDO,NA,PINTOS,WELLS,3598,1955-02-15,,
BENIGNO,NA,CARAMBULA,GARCIA,296,1934-05-18,,
BENJAMIN,NA,IRAZABAL,NA,2438,2020-02-15,1959-04-15,
BENJAMIN,NA,PERDOMO,LOMBARDO,2013,NA,1927-04-26,
BENJAMIN,NA,PEREIRA,BUSTAMANTE,1066,1920-03-03,1891,1
BERNABE,NA,FREIRE,NA,577,1958-03-28,,
BERNABE,NA,MICHELENA,NA,3387,1962-11-25,1888-11-13,
BERNARDINO,NA,AYALA,NA,140,1995-02-15,1946-04-02,
BERNARDINO,NA,GONZALEZ,REPETTO,678,1962-05-09,,
BERNARDO,PEDRO,BERRO,NA,1551,NA,1927-11-02,
BERNARDO,NA,CURBELO,SILVA,394,1967-02-15,1903-02-27,
BERNARDO,NA,FERREIRA,AVILA,3614,1955-02-15,,
BERNARDO,NA,GARCIA,NA,611,1905-02-15,,
BERNARDO,NA,GONZALEZ,NA,1822,NA,,
BERNARDO,NA,PORRAS,LARRALDE,1125,1972-02-15,1934-10-16,
BERNARDO,NA,ROSPIDE,NA,1214,1938-05-25,1878-10-27,
BETTIANA,NA,DIAZ,NA,2324,2020-02-15,1988-02-09,
BLANCA,NA,BERRETA,NA,210,NA,1906-12-22,1
BLANCO,NA,PEREYRA,NUÑEZ,3569,1947-02-15,,
BLAS,NA,MELLO,NA,3640,1959-02-15,,
BLAS,NA,VIDAL,NA,2247,1907-03-16,,
BOLIVAR,NA,DUTRA,NA,2980,2015-03-01,1955-01-15,
BOLIVAR,NA,ESPINOLA,NA,3328,1994-11-27,,
BONIFACIO,NA,TOLEDO,NA,3260,2015-03-01,1964-08-23,
BRAULIO,NA,BERRIEL,NA,1549,NA,,
BRUNO,NA,DA SILVEIRA,SILVEIRA,400,1998-10-17,,
BRUNO,NA,FERNANDEZ,NA,2996,2015-03-01,,
CAMILO,C.,MAGARIÑO,NA,848,1919-02-12,,
CAMILO,E.,RODRIGUEZ,NA,3557,1938-06-19,,
CAMILO,F.,GRASSI,NA,3644,1963-02-15,,
CAMILO,NA,FABINI,NA,1747,NA,1906,2
CAMILO,NA,GARCIA,NA,612,NA,,
CAMILO,NA,GRASSI,NA,3644,1959-02-15,,
CANOVIO,NA,BENTANCOUR,NA,205,1985-03-26,,
CARACE,NA,IBARRA,SALINAS,3129,2015-03-01,,
CARLOS,A.,BERRO,NA,3835,1926-02-15,1858-01-17,
CARLOS,A.,LARROSA,NA,795,1943-02-15,,
CARLOS,A.,LOPEZ,NA,828,2001-06-27,,
CARLOS,A.,MAGNONE,NA,3671,1959-02-15,1924-01-22,1
CARLOS,A.,MALLO,NA,857,1949-09-19,,
CARLOS,A.,MORA,OTERO,1953,NA,,
CARLOS,A.,ROS,NA,1208,1929-02-15,,
CARLOS,A.,SILVERA,NA,1314,1943-09-07,,
CARLOS,A.,URRUTY,NAVATTA,2582,1995-03-01,1929,2
CARLOS,A.,VIANA,ARANGUREN,2468,1951-03-01,,
CARLOS,B.,MORENO,NA,959,1955-03-01,,
CARLOS,BARTOLOME,HERRERA,NA,3720,1967-10-16,,
CARLOS,C.,DE ARTEAGA,ARTEAGA,408,1904-09-08,,
CARLOS,E.,CIGLIUTI,NA,352,1964-01-07,1916-11-12,
CARLOS,E.,GARCIA,NA,1802,NA,,
CARLOS,EDUARDO,LENZI,NA,811,1908-02-08,1869,1
CARLOS,H.,GONZALEZ,NA,3922,NA,1943-10-20,
CARLOS,JULIO,PEREYRA,NA,4018,2000-02-15,1922-11-15,
CARLOS,M.,JIMENEZ,DE ARECHAGA,760,NA,,
CARLOS,M.,PERCOVICH,NA,4014,1926-10-02,1882-01-09,
CARLOS,M.,SEOANE,NA,4085,1959-02-15,1921-08-04,
CARLOS,MA.,FLEITAS,NA,559,1971-11-04,1935-11-09,
CARLOS,MARIA,ARTIGAS,NA,126,1963-03-05,1914-08-17,
CARLOS,MARIA,BERRO,NA,3835,1962-11-25,1894-06-25,
CARLOS,MARIA,DOMINGUEZ,NA,1726,NA,,
CARLOS,MARIA,ESTELLANO,NA,504,1959-02-15,,
CARLOS,MARIA,FLEITAS,NA,559,1972-02-15,1935-11-09,
CARLOS,MARIA,GIURIA,NA,653,1951-02-15,,
CARLOS,MARIA,GONZALEZ,NA,3927,1947-02-15,,
CARLOS,MARIA,HERNANDEZ,NA,1851,NA,,
CARLOS,MARIA,IBARLUCEA,NA,740,1929-03-08,,
CARLOS,MARIA,MATTOS,NA,896,1955-02-15,,
CARLOS,MARIA,MORALES,NA,949,1928-02-27,,
CARLOS,MARIA,PENADES,NA,4012,1963-03-01,1902-02-24,
CARLOS,MARIA,PERCOVICH,NA,4014,1923-02-15,1882-01-09,
CARLOS,MARIA,RIVERO,NA,3457,1926-02-13,,
CARLOS,MARIA,RUIZ,NA,2119,NA,,
CARLOS,MARIA,SEOANE,NA,4085,NA,1921-08-04,
CARLOS,MARIA,URIARTE,NA,4113,2020-03-01,1959-09-28,
CARLOS,MARIA,URIOSTE,NA,1386,1926-02-09,,
CARLOS,MARIA,VERDIER,NA,1415,1951-06-20,1906-12-28,
CARLOS,RAUL,RIBEIRO,NA,4040,1972-03-01,,
CARLOS,V.,PUIG,NA,1143,1960-07-26,,
CARLOS,W.,CIGLIUTI,NA,352,NA,1916-11-12,
CARLOS,NA,ABDALA,NA,112,1972-06-09,1930-04-20,
CARLOS,NA,ALVAREZ,CTALA,42,1938-06-01,,
CARLOS,NA,AZNAREZ,NA,145,1934-05-18,,
CARLOS,NA,BARAIBAR,NA,1512,2010-02-15,1939-07-13,
CARLOS,NA,BENTANCOUR,NA,1539,NA,,
CARLOS,NA,BERTACHI,NA,215,1990-02-15,,
CARLOS,NA,BORGES,NA,2237,2010-03-01,,
CARLOS,NA,BOUZA,NA,220,NA,1937-08-25,
CARLOS,NA,BURMESTER,NA,262,1911-02-15,1858,2
CARLOS,NA,CAMY,NA,2421,2020-02-15,1970-09-09,
CARLOS,NA,CASSINA,NA,1635,NA,1932-07-28,
CARLOS,NA,CASTRO,ONETTI,3862,1933-03-13,,
CARLOS,NA,CASTRO,NA,3862,1963-02-15,,
CARLOS,NA,CHEVALIER,NA,339,NA,,
CARLOS,NA,DALMAS,NA,3586,1955-02-15,,
CARLOS,NA,DE CASTRO,CASTRO,413,1932-02-15,,
CARLOS,NA,DE MELLO,MELLO,430,1967-02-15,1915-07-25,2
CARLOS,NA,DELGADO,NA,2745,2010-03-01,,
CARLOS,NA,DOS,SANTOS,2930,2010-03-01,,
CARLOS,NA,ENCISO,CHRISTIANSEN,3884,2010-02-15,1967-08-23,
CARLOS,NA,ENCISO,NA,3884,2020-02-15,1967-08-23,
CARLOS,NA,ESTEVES,NA,506,1971-05-19,,
CARLOS,NA,FALCO,NA,1752,NA,,
CARLOS,NA,FLORES,MORA,561,1968-05-07,1928-06-01,
CARLOS,NA,FUENTES,NA,3078,2015-03-01,,
CARLOS,NA,GARAT,PERCOVICH,3909,NA,1964-07-20,
CARLOS,NA,GARAT,NA,3909,2000-02-15,,
CARLOS,NA,GOMEZ,GAVAZZO,3368,1966-11-27,1904,2
CARLOS,NA,GONZALEZ,ALVAREZ,3922,2005-02-15,,
CARLOS,NA,GUANI,DOS SANTOS,695,1995-02-15,1942-12-25,
CARLOS,NA,HONTOU,AGUIAR,732,1926-02-13,1886-05-28,
CARLOS,NA,HONTOU,Y AGUIAR,732,1930-03-17,1886-05-28,
CARLOS,NA,LAGO,NA,775,1995-02-15,,
CARLOS,NA,LORENZO,NA,2761,2010-03-01,,
CARLOS,NA,MANINI,RIOS,1920,1985-03-01,1908-10-18,
CARLOS,NA,MENDEZ,NA,3075,2015-03-01,,
CARLOS,NA,MIGUES,BARON,930,1955-02-15,1916,2
CARLOS,NA,MOREIRA,PARSONS,3997,1972-02-15,,
CARLOS,NA,MOREIRA,REICH,3997,NA,1946-05-16,
CARLOS,NA,MOREIRA,REISCH,3997,2010-02-15,1946-05-16,
CARLOS,NA,MOREIRA,NA,3997,2015-02-15,1946-05-16,
CARLOS,NA,MORENO,NA,959,1902-02-15,,
CARLOS,NA,NAVARRETE,NOBLIA,1967,NA,,
CARLOS,NA,NEGRO,NA,775,1985-02-15,,
CARLOS,NA,NIN,RECAYTE,981,1950-07-26,,
CARLOS,NA,PARADERA,NA,1041,1965-11-23,,
CARLOS,NA,PENADES,NA,4012,1962-11-25,1902-01-24,
CARLOS,NA,PERCOVICH,NA,4013,1908-02-15,,
CARLOS,NA,PERDOMO,NA,2012,2015-03-01,,
CARLOS,NA,PEREYRA,NA,4018,2015-03-01,,
CARLOS,NA,PUIG,NA,1143,1962-11-25,,
CARLOS,NA,QUIJANO,NA,1154,1929-02-15,1900-03-21,
CARLOS,NA,RAPETTI,HALLER,2063,NA,1954-02-04,
CARLOS,NA,RIBEIRO,NA,4041,1985-03-01,,
CARLOS,NA,RIVEROS,NA,2081,NA,,
CARLOS,NA,RODRIGUEZ,ALVEZ,4070,2015-02-15,,
CARLOS,NA,RODRIGUEZ,CAL,4050,NA,,
CARLOS,NA,RODRIGUEZ,GALVEZ,4070,2020-02-15,,
CARLOS,NA,RODRIGUEZ,LABRUNA,4050,1985-02-15,1938-11-19,
CARLOS,NA,ROSSELLI,NA,1218,NA,,
CARLOS,NA,ROSSI,NA,1218,1985-02-15,,
CARLOS,NA,SECCHI,NA,2151,NA,,
CARLOS,NA,SOARES,DE LIMA,2177,NA,1948-08-18,
CARLOS,NA,SORIA,NA,1325,1995-02-15,,
CARLOS,NA,SOTO,BERMUDEZ,1328,1985-02-15,1939-06-06,
CARLOS,NA,SOUTO,NA,1224,2015-03-01,,
CARLOS,NA,SUAREZ,LERENA,1340,1990-02-15,1941,1
CARLOS,NA,TEXEIRA,VARESI,1356,1972-02-15,,
CARLOS,NA,TRAVIESO,NA,1369,1911-02-21,1865-05-09,
CARLOS,NA,URIARTE,NA,4112,1918-05-13,,
CARLOS,NA,VARELA,NESTIER,4116,2015-02-15,1954-05-01,
CARLOS,NA,VARELA,UBAL ,4116,2015-03-01,1971-11-22,
CARLOS,NA,VARELA,NA,4116,2020-02-15,1954-05-01,
CARLOS,NA,VARGAS,NA,2237,NA,,
CARLOS,NA,VIANA,ARANGUREN,2468,1962-11-25,,
CARLOS,NA,VIDAL,NA,2516,2010-03-01,,
CARLOS,NA,VIERA,NA,2516,2010-03-01,,
CARLOS,NA,ZAMORA,NA,1442,1999-06-29,,
CARLOTA,CIELO,ZAMORA,NA,2275,NA,1950-08-17,
CARMELO,A.,SOSA,NA,3703,1963-02-15,,
CARMELO,L.,CARBONE,NA,300,NA,,
CARMELO,R.,GONZALEZ,NA,670,1955-02-14,,
CARMELO,NA,CABRERA,GIORDANO,3846,1972-02-15,1927,1
CARMELO,NA,CABRERA,NA,3845,1938-05-25,,
CARMELO,NA,FERNANDEZ,NA,3411,1962-11-25,,
CARMELO,NA,FLORES,NA,3151,2015-03-01,1974-10-18,
CARMEN,NA,ARANA,NA,1487,NA,,
CARMEN,NA,ASIAIN,NA,2414,2020-02-15,1965-08-10,
CARMEN,NA,SANGUINETTI,NA,2385,2020-02-15,1977-03-14,
CASIMIRO,NA,SILVA,NA,3520,1932-02-23,,
CASTO,NA,MARTINEZ,LAGUARDA,878,1926-02-15,1881-06-19,
CAYETANO,NA,CAPECHE,NA,290,1990-02-15,1945-04-10,
CECILIA,NA,BOTTINO,NA,2361,2020-02-15,1968-10-19,
CECILIA,NA,CAIRO,NA,2345,2020-02-15,1964-08-02,
CECILIO,NA,ARRARTE,CORBO,113,1943-03-15,,
CECILIO,NA,MEDINA,NA,1936,NA,,
CEDAR,NA,MAGALLANES,NA,3371,1966-11-27,,
CEFERINO,NA,TRAVIESO,NA,1370,1908-03-28,,
CEIBAL,NA,ARTIGAS,NA,3385,1962-11-25,,
CELESTINO,H.,BIANCHI,NA,1560,NA,1893,
CELESTINO,NA,CASTRO,NA,3373,1962-11-25,,
CELESTINO,NA,FERNANDEZ,FONTANA,1761,NA,,
CELESTINO,NA,MELO,NA,2841,2010-03-01,,
CELESTINO,NA,MIBELLI,NA,922,1926-02-15,1883,2
CELIA,NA,BARBATO,NA,163,NA,1936-04-20,
CELIAR,NA,ORTIZ,NA,1015,1955-02-15,,
CESAR,CARLOS,BRUM,NA,255,1885-02-15,,
CESAR,G.,GUTIERREZ,NA,3933,1932-02-15,,
CESAR,I.,ROSSI,NA,1219,1943-02-15,,
CESAR,MAYO,GUTIERREZ,NA,3934,1945-10-22,1892,2
CESAR,S.,CANESSA,NA,285,1924-09-29,,
CESAR,NA,ACOSTA,NA,3012,2015-03-01,,
CESAR,NA,ALVAREZ,NA,2939,2010-03-01,,
CESAR,NA,BATLLE,PACHECO,181,1963-03-03,1885-08-30,
CESAR,NA,BELTRAN,ARBIZA,1534,NA,,
CESAR,NA,CABRERA,NA,271,1999-04-25,,
CESAR,NA,CARDOZO,NA,2647,2015-03-01,,
CESAR,NA,CHARLONE,NA,1654,1970-10-26,1895-10-05,
CESAR,NA,GONZALEZ,NA,671,1972-02-15,,
CESAR,NA,GUTIERREZ,NA,3934,1935-03-19,,
CESAR,NA,MACHADO,NA,3131,2015-03-01,,
CESAR,NA,MIRANDA,NA,936,1943-02-10,,
CESAR,NA,OSORIO,NA,1988,NA,,
CESAR,NA,PALOMEQUE,NA,1035,1951-02-15,,
CESAR,NA,PATRON,NA,2934,2010-03-01,1957-03-17,
CESAR,NA,PIFFARETTI,NA,2030,NA,,
CESAR,NA,PINTOS,DIAGO,3534,1932-02-23,1891-11-17,2
CESAR,NA,REYES,DAGLIO,2072,NA,,
CESAR,NA,RODRIGUEZ,IBARBURU,2096,1959-02-15,,
CESAR,NA,URIOSTE,OLIVERA,1388,1932-02-15,,
CESAR,NA,VEGA,NA,2397,2020-02-15,1962-10-30,
CESAREO,NA,ALONSO,MONTAÑO,37,1947-02-13,,
CHARLES,NA,CARRERA,NA,2347,2020-02-15,1978-06-12,
CHRISTIAN,SEBASTIAN,MOREL,NA,3105,2015-03-01,1981-08-11,
CHRISTIAN,NA,VIERA,NA,2688,2015-03-01,,
CHRISTIAN,NA,VIVIAN,NA,2688,2010-03-01,,
CIPRIANO,NA,GONZALEZ,NA,3613,1955-02-15,,
CIPRIANO,NA,OLIVERA,NA,2476,1959-03-01,,
CIRINO,NA,ALVES,NA,47,1902-02-15,,
CLAUDIA,NA,HUGO,NA,2360,2020-02-15,1962-08-03,
CLAUDIA,NA,PALACIOS,NA,1030,1995-02-15,,
CLAUDIO,MARTIN,DAMBORIARENA,NA,3568,1947-02-15,,
CLAUDIO,NA,BARBOZA,NA,3616,1955-02-15,,
CLAUDIO,NA,BENITEZ,NA,3001,2015-03-01,,
CLAUDIO,NA,DE LEON,LEON,3251,2015-03-01,,
CLAUDIO,NA,VAZQUEZ,NA,2626,2010-03-01,,
CLAUDIO,NA,VIERA,NA,1425,1932-02-09,,
CLAUDIO,NA,WILLIMAN,NA,2268,1907-03-01,1861-10-10,
CLEMENTE,NA,MUÑOZ,NA,1964,NA,,
CLEMENTE,NA,RUGGIA,NA,2118,1956-06-16,,
CLIVIO,NA,FERREIRA,ZABALA,1772,NA,,
CLODOMIRO,NA,DE ARTEAGA,ARTEAGA,409,1902-02-08,,
CLODOMIRO,NA,SALABERRY,NA,1242,NA,,
CONRADO,NA,BONILLA,NA,1574,2003-02-19,1945-04-26,
CONRADO,NA,GONZALEZ,NA,2541,2015-03-01,,
CONRADO,NA,RAMOS,NA,3302,2014-10-26,1962-07-30,
CONRADO,NA,RODRIGUEZ,NA,2380,2020-02-15,1980-03-24,
CONSTANCIO,NA,RIVERO,NA,1191,1966-10-01,,
CONSTANTE,NA,MENDIONDO,NA,2346,2020-02-15,1953-02-06,
CONSTANZA,NA,MOREIRA,NA,2367,2015-02-15,1960-02-22,
COSME,E.,MOLINA,NA,3096,2015-03-01,,
CRISTIAN,NA,MOREL,NA,2429,2020-02-15,1981-08-11,
CRISTINA,NA,ARENA,NA,2600,2015-03-01,,
CRISTINA,NA,CASTRO,NA,2656,2010-03-01,,
CRISTINA,NA,FERRO,NA,1777,NA,1962-06-25,
CRISTINA,NA,GONZALEZ,NA,1824,2010-03-01,,
CRISTINA,NA,MAESO,NA,3314,2004-06-27,,
CRISTINA,NA,OLIVERA,NA,2751,2015-03-01,,
CRUZ,NA,GOYEN,NA,1832,NA,,
DAISY,NA,TOURNE,NA,2214,2015-02-15,1951-03-17,
DANIEL,AUGUSTO,VAZ,NA,2239,NA,,
DANIEL,E.,GUTIERREZ,NA,708,1920-02-15,,
DANIEL,H.,MARTINS,NA,2487,1995-02-15,1927-07-12,
DANIEL,HUGO,MARTINS,NA,2487,1963-02-15,1927-07-12,
DANIEL,L.,VIDART,NA,1423,1926-02-15,,
DANIEL,NA,ABREU,NA,2629,2010-03-01,,
DANIEL,NA,ALVAREZ,NA,3063,2015-03-01,,
DANIEL,NA,ARENA,NA,90,1995-02-15,,
DANIEL,NA,ARMAND,UGON,102,1972-02-15,,
DANIEL,NA,AZZINI,NA,1503,NA,1947-02-09,
DANIEL,NA,BIANCHI,NA,219,2015-02-15,1962-09-04,
DANIEL,NA,BLANCO,ACEVEDO,223,1951-02-15,1879,2
DANIEL,NA,CAIRO,NA,364,NA,,
DANIEL,NA,CASTELLANOS,NA,1638,1952-03-01,,
DANIEL,NA,CIGLIUTI,NA,1662,2015-03-01,1947-08-09,
DANIEL,NA,CORBO,NA,364,1995-02-15,,
DANIEL,NA,CORREA,NA,1677,2015-03-01,,
DANIEL,NA,COSTA,NA,1677,NA,,
DANIEL,NA,DELGADO,SICO,447,1990-02-15,1953-08-05,
DANIEL,NA,DIAZ,MAYNARD,459,2000-02-15,1933-10-12,
DANIEL,NA,FAGUNDEZ,NA,2625,2015-03-01,,
DANIEL,NA,FERNANDEZ,CRESPO,3897,1964-03-01,1901-04-28,
DANIEL,NA,FERNANDEZ,FRANCA,3891,1985-11-20,,
DANIEL,NA,GARCIA,PINTOS,622,2005-02-15,1950-10-01,
DANIEL,NA,HERRERA,Y THODE,728,1929-06-12,,
DANIEL,NA,LAMAS,NA,779,2009-06-28,,
DANIEL,NA,MARTINEZ,VILLAMIL,3980,2015-07-09,1957-02-23,
DANIEL,NA,MARTINEZ,NA,3980,2019-10-27,1957-02-23,
DANIEL,NA,MARTINEZ,NA,3984,2015-03-01,,
DANIEL,NA,MENDEZ,NA,2449,2010-03-01,,
DANIEL,NA,MESA,NA,90,NA,,
DANIEL,NA,MUNOZ,NA,2449,1919-03-01,,
DANIEL,NA,OLIVERA,NA,2821,2015-03-01,,
DANIEL,NA,ORTIZ,NA,2818,2010-03-01,,
DANIEL,NA,PAZOS,NA,779,NA,,
DANIEL,NA,PEA,NA,90,NA,,
DANIEL,NA,PERDOMO,NA,2776,2015-03-01,,
DANIEL,NA,PEREIRA,NA,2014,2015-03-01,,
DANIEL,NA,PEREZ,DEL CASTILLO,1078,1959-02-15,,
DANIEL,NA,PEÑA,FERNANDEZ,4027,2010-02-15,1972-12-21,
DANIEL,NA,PEÑA,NA,4027,2015-02-15,1972-12-21,
DANIEL,NA,PEÑA,NA,4029,2019-10-27,1972-12-21,
DANIEL,NA,PUIG,TERRA,2054,NA,,
DANIEL,NA,SOSA,DIAS,2183,NA,,
DANIEL,NA,TOLEDO,NA,2765,2010-03-01,,
DANIELA,NA,AMED,NA,3224,2015-03-01,1971-11-27,
DANIELA,NA,PAYSEE,NA,2006,2015-02-15,,
DANIELA,NA,PEREZ,NA,3233,2015-03-01,,
DANIELO,A.,ACOSTA,NA,3259,2015-03-01,,
DANILO,NA,PEREZ,NA,3233,2015-03-01,,
DANILO,NA,SENA,NA,2502,1971-06-03,,
DANTE,NA,DINI,NA,2408,2015-02-15,1955-11-25,
DANY,NA,BARBOZA,NA,2811,2015-03-01,,
DANY,NA,PEREZ,NA,2680,2015-03-01,,
DAOIZ,R.,CERDEIRAS,NA,332,1933-02-24,,
DAOIZ,NA,JAURENA,CUERVO,3739,1985-02-15,1935-10-17,
DARDO,ANGEL,SANCHEZ,CAL,4081,2010-02-15,1957-04-04,
DARDO,NA,ORTIZ,NA,1016,1990-02-15,1915-09-23,
DARDO,NA,REGULES,NA,2067,1958-11-30,1887-12-02,
DARDO,NA,RODRIGUEZ,NA,2093,2015-03-01,,
DARDO,NA,SANCHEZ,CAL,4081,2020-02-15,1957-04-04,
DARIO,NA,AMARO,NA,2945,2015-03-01,,
DARIO,NA,BARBOZA,NA,2811,2010-03-01,,
DARIO,NA,BRUGMAN,NA,2914,2015-03-01,1955-04-14,
DARIO,NA,MARTINEZ,NA,3024,2015-03-01,,
DARIO,NA,PEREZ,BRITO,4025,2010-02-15,1957-01-06,
DARIO,NA,PEREZ,NA,4025,2015-02-15,1957-01-06,
DARIO,NA,PIMIENTA,NA,3000,2015-03-01,,
DARIO,NA,SALLE,NA,3214,2015-03-01,1982-07-11,
DARIO,NA,TOLEDO,NA,2765,2015-03-01,,
DARLINGTON,NA,BIANCHI,NA,3061,2015-03-01,1944-10-06,
DARMI,NA,CAETANO,NA,3714,1963-02-15,,
DARO,NA,NIETO,NA,1971,NA,,
DARO,NA,PERDOMO,NA,2012,NA,,
DARO,NA,PEREZ,NA,1077,2005-02-15,1957-01-06,
DARWIN,NA,MACHADO,NA,2589,1990-03-01,,
DAVID,NA,DOTTI,COSME,471,2005-02-15,1950-05-10,
DAVID,NA,HELGUERA,NA,2868,2015-03-01,1971-04-15,
DELEASIS,NA,FERNANDEZ,VIERA,538,1959-02-18,,
DELIA,NA,VILLALBA,NA,3306,2009-10-25,,
DELMAR,NA,PEREIRA,PAVEN,1071,1985-07-24,,
DIANA,NA,OLIVERA,NA,2365,2010-03-01,,
DIANA,NA,SARAVIA,OLMOS,1269,2000-02-15,1953-12-04,
DICK,NA,ALVAREZ,DE RON,44,NA,1939-07-23,
DIEGO,M.,MARTINEZ,NA,875,1908-05-02,,
DIEGO,W.,FURRIOL,NA,587,NA,,
DIEGO,NA,CATALOGNE,HERRAN,326,1953-03-17,1911-03-06,
DIEGO,NA,ECHEVERRIA,NA,2411,2020-02-15,,
DIEGO,NA,FERNANDEZ,NA,1759,2015-03-01,,
DIEGO,NA,HENDERSON,NA,2848,2010-03-01,,
DIEGO,NA,IRAZABAL,TIDEMANN,3777,2020-02-09,1978-07-11,
DIEGO,NA,MARTINEZ,NA,875,NA,,
DIEGO,NA,MUNIZ,NA,3109,2015-03-01,,
DIEGO,NA,PONS,NA,1120,1911-02-15,,
DIEGO,NA,POSADA,NA,3274,2015-03-01,,
DIEGO,NA,SARAVIA,SARAVIA,3754,1999-12-16,1941-11-12,
DIEGO,NA,STIRLING,HAEDO,3475,1926-02-13,,
DIMAR,NA,RAMOS,LUY,1168,1964-07-14,,
DINA,NA,FERNANDEZ,NA,1759,2015-03-01,,
DIONISIO,NA,CORONEL,NA,370,1938-02-26,,
DIONISIO,NA,TECHERA,NA,2780,2010-03-01,,
DIONISIO,NA,VIVIAN,NA,2299,2010-02-15,1951-10-29,
DIVER,NA,FERNANDEZ,NA,1759,2015-03-01,,
DIVER,NA,VILLANUEVA,NA,2262,NA,,
DMASO,NA,TECHERA,NA,2199,NA,,
DOMINGO,JUAN,RAMOS,NA,2060,NA,,
DOMINGO,NA,ARENA,NA,91,1929-02-15,1870-04-07,
DOMINGO,NA,BORDABERRY,NA,237,1943-03-17,1889,2
DOMINGO,NA,BURGUEÑO,MIGUEL,3747,1995-06-12,1925-12-09,
DOMINGO,NA,GALLO,NA,3582,1955-02-15,,
DOMINGO,NA,MEDINA,NA,901,1923-02-15,,
DOMINGO,NA,MENDIVIL,NA,2454,1936-09-28,1876,2
DOREEN,JAVIER,IBARRA,NA,3937,2010-02-15,1934-05-03,
DOREEN,NA,IBARRA,NA,3937,2005-02-15,1934-05-03,
DORELIO,G.,FERNANDEZ,NA,3692,1963-02-15,,
DORINEL,NA,VAZQUEZ,NA,3055,2015-03-01,,
DOROTEO,NA,NAVARRETE,NA,972,1920-02-15,,
DORYS,NA,TEXEIRA,NA,3003,2015-03-01,,
DOUGLAS,LUCAS,DE,OLIVERA,3118,2015-03-01,1960-08-17,
DUNCAN,NA,BATLLE,BERRES,179,1955-02-14,1892-04-23,
DUVIMIOSO,NA,ARRILLAGA,SAFONS,119,1949-05-23,1901-12-06,
DUVIMIOSO,NA,TERRA,NA,1351,1929-02-01,1856-03-30,
EBER,NA,DA,ROSA VAZQUEZ,398,2010-02-15,1956-07-02,
EBER,NA,DA ROSA,ROSA,3760,1995-02-15,1956-07-02,
EDGARD,NA,BONILLA,SUAREZ,231,1985-02-15,1927-12-12,
EDGARDO,NA,CARVALHO,NA,311,2004-05-04,1935-09-01,
EDGARDO,NA,MARTINEZ,ZIMARIOFF,2595,2019-06-30,1952-09-15,
EDGARDO,NA,MIER,ESTADES,2433,2015-02-15,,
EDGARDO,NA,RODRIGUEZ,ALVEZ,4060,2015-02-15,1961-12-25,
EDGARDO,NA,RODRIGUEZ,NA,4060,2010-02-15,1961-12-25,
EDGARDO,NA,TIO,NA,2207,NA,,
EDGARDO,NA,VAZQUEZ,LEDESMA,1407,1972-02-15,,
EDISON,NA,ARRARTE,NA,114,1991-07-10,1941-03-08,
EDISON,NA,CAMACHO,NA,279,1932-02-09,,
EDISON,NA,RIJO,NA,2074,NA,,
EDMUNDO,NA,PALOMEQUE,NA,1036,1938-05-25,,
EDMUNDO,NA,SOARES,NETTO,2178,NA,1922-01-12,
EDUARDO,H.,DIAZ,NA,3691,1963-02-15,,
EDUARDO,JOSE,RUBIO,NA,4077,2015-02-15,1952-08-05,
EDUARDO,L.,MARTINEZ,GARCIA,3974,1920-02-09,,
EDUARDO,M.,VAZQUEZ,NA,2439,1932-02-23,,
EDUARDO,R.,GOMEZ,NA,1820,NA,,
EDUARDO,U.,MARTINEZ,NA,3982,2010-03-01,1953-09-10,
EDUARDO,VICTOR,HAEDO,NA,1848,1962-03-01,1901-07-28,
EDUARDO,NA,ACEVEDO,ALVAREZ,3800,1952-03-01,1893-01-15,
EDUARDO,NA,ACEVEDO,DIAZ,3801,1902-02-08,1851-04-20,
EDUARDO,NA,ACEVEDO,NA,3800,1911-03-04,1857-06-18,
EDUARDO,NA,ACHE,NA,1458,1994-11-27,1956-08-11,
EDUARDO,NA,BLANCO,ACEVEDO,1565,1952-03-01,1884-03-11,
EDUARDO,NA,BONINO,NA,232,1934-05-18,,
EDUARDO,NA,BONOMI,NA,232,2020-02-15,1948-10-14,
EDUARDO,NA,CABALLERO,NA,267,1919-02-14,,
EDUARDO,NA,CABRAL,NA,3217,2015-03-01,,
EDUARDO,NA,CARDOZO,BROVETTO,1623,NA,,
EDUARDO,NA,CASTRO,RAMOS,3864,NA,,
EDUARDO,NA,CASTRO,NA,3865,2015-03-01,,
EDUARDO,NA,CHIESA,NA,342,2000-02-15,,
EDUARDO,NA,DIESTE,NA,464,1916-01-08,1882-11-14,
EDUARDO,NA,FABINI,JIMENEZ​,3741,1990-01-01,,
EDUARDO,NA,FERNANDEZ,NA,1760,NA,,
EDUARDO,NA,FERRERIA,NA,549,1929-02-15,,
EDUARDO,NA,GUTIERREZ,NA,2902,2010-03-01,,
EDUARDO,NA,HACKENBRUCK,NA,715,1972-11-28,,
EDUARDO,NA,IGLESIAS,NA,743,1908-02-08,,
EDUARDO,NA,IPAR,NA,1859,NA,,
EDUARDO,NA,JAURENA,NA,759,1985-02-15,1921-05-21,
