,nombre,fecha_nac,cargo,partido,status,inicio,fin,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,legislatura,fecha_inicio_l,fecha_fin_l,legislaturas_agrupadas
100,"LACA GARCIA, TABARE ALEJANDRO",1969-12-03,Diputado,Frente Amplio,Suplente,2015,2020,LACA,GARCIA,TABARE,ALEJANDRO,1,48,2015-02-15,2020-02-14,1985-2020
101,"LACALLE POU, LUIS ALBERTO",1973-08-11,Senador,Partido Nacional,Titular,2020,2020,LACALLE,POU,LUIS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
101,"LACALLE POU, LUIS ALBERTO",1973-08-11,Senador,Partido Nacional,Titular,2015,2019,LACALLE,POU,LUIS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
102,"LAFLUF HEBEICH, OMAR MARIA",1954-07-03,Diputado,Partido Nacional,Titular,2020,2020,LAFLUF,HEBEICH,OMAR,MARIA,1,48,2015-02-15,2020-02-14,1985-2020
102,"LAFLUF HEBEICH, OMAR MARIA",1954-07-03,Diputado,Partido Nacional,Titular,2015,2020,LAFLUF,HEBEICH,OMAR,MARIA,1,48,2015-02-15,2020-02-14,1985-2020
102,"LAFLUF HEBEICH, OMAR MARIA",1954-07-03,Senador,Partido Nacional,Suplente,2015,2019,LAFLUF,HEBEICH,OMAR,MARIA,1,48,2015-02-15,2020-02-14,1985-2020
103,"LAGO ARROYO, LUCIA VALENTINA",1989-11-09,Diputado,Frente Amplio,Suplente,2015,2015,LAGO,ARROYO,LUCIA,VALENTINA,0,48,2015-02-15,2020-02-14,1985-2020
104,"LAGUARDA FISCHETTI, MANUEL",1949-02-13,Senador,Frente Amplio,Suplente,2015,2019,LAGUARDA,FISCHETTI,MANUEL,,1,48,2015-02-15,2020-02-14,1985-2020
105,"LAMORTE RUSSOMANNO, ALDO JOSE",1957-01-17,Senador,Partido Nacional,Suplente,2019,2019,LAMORTE,RUSSOMANNO,ALDO,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
105,"LAMORTE RUSSOMANNO, ALDO JOSE",1957-01-17,Diputado,Partido Nacional,Suplente,2015,2019,LAMORTE,RUSSOMANNO,ALDO,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
106,"LANCASTER MONTANELLI, ELENA FELICIA",,Diputado,Partido Nacional,Suplente,2020,2020,LANCASTER,MONTANELLI,ELENA,FELICIA,0,48,2015-02-15,2020-02-14,1985-2020
106,"LANCASTER MONTANELLI, ELENA FELICIA",,Diputado,Partido Nacional,Suplente,2015,2019,LANCASTER,MONTANELLI,ELENA,FELICIA,0,48,2015-02-15,2020-02-14,1985-2020
107,"LARRANAGA FRAGA, JORGE WASHINGTON",1956-08-08,Senador,Partido Nacional,Titular,2020,2020,LARRANAGA,FRAGA,JORGE,WASHINGTON,1,48,2015-02-15,2020-02-14,1985-2020
107,"LARRANAGA FRAGA, JORGE WASHINGTON",1956-08-08,Senador,Partido Nacional,Titular,2015,2020,LARRANAGA,FRAGA,JORGE,WASHINGTON,1,48,2015-02-15,2020-02-14,1985-2020
108,"LARZABAL NEVES, NELSON RAUL",1955-07-14,Diputado,Frente Amplio,Titular,2015,2020,LARZABAL,NEVES,NELSON,RAUL,1,48,2015-02-15,2020-02-14,1985-2020
109,"LASA BASSORELLI, NICOLAS ALEJANDRO",1987-01-25,Diputado,Frente Amplio,Suplente,2015,2020,LASA,BASSORELLI,NICOLAS,ALEJANDRO,1,48,2015-02-15,2020-02-14,1985-2020
110,"ALVAREZ LOPEZ, MARIA DOLORES",1957-12-13,Diputado,Partido Nacional,Suplente,2015,2020,ALVAREZ,LOPEZ,MARIA,DOLORES,0,48,2015-02-15,2020-02-14,1985-2020
110,"ALVAREZ LOPEZ, MARIA DOLORES",1957-12-13,Senador,Partido Nacional,Suplente,2015,2020,ALVAREZ,LOPEZ,MARIA,DOLORES,0,48,2015-02-15,2020-02-14,1985-2020
111,"ALVEZ VILA, EVA MYRIAM",1945-01-27,Diputado,Partido Nacional,Suplente,2015,2020,ALVEZ,VILA,EVA,MYRIAM,0,48,2015-02-15,2020-02-14,1985-2020
112,"AMADO FERNANDEZ, FERNANDO",1982-09-11,Diputado,Partido Colorado,Titular,2015,2019,AMADO,FERNANDEZ,FERNANDO,,1,48,2015-02-15,2020-02-14,1985-2020
113,"AMADO PEREIRA, MARIA FLORENCIA",1988-07-30,Diputado,Frente Amplio,Suplente,2015,2015,AMADO,PEREIRA,MARIA,FLORENCIA,0,48,2015-02-15,2020-02-14,1985-2020
114,"AMARILLA DE NICOLA, GERARDO ANDRES",1969-02-01,Diputado,Partido Nacional,Titular,2020,2020,AMARILLA,DE NICOLA,GERARDO,ANDRES,1,48,2015-02-15,2020-02-14,1985-2020
114,"AMARILLA DE NICOLA, GERARDO ANDRES",1969-02-01,Diputado,Partido Nacional,Titular,2015,2020,AMARILLA,DE NICOLA,GERARDO,ANDRES,1,48,2015-02-15,2020-02-14,1985-2020
115,"AMARO VAZ, JORGE RAUL",1951-12-17,Diputado,Frente Amplio,Suplente,2015,2019,AMARO,VAZ,JORGE,RAUL,1,48,2015-02-15,2020-02-14,1985-2020
116,"AMICONE SUAREZ, VICENTE",1962-05-01,Diputado,Partido Nacional,Suplente,2015,2015,AMICONE,SUAREZ,VICENTE,,1,48,2015-02-15,2020-02-14,1985-2020
117,"AMORIN ASTIGARRIAGA, JUAN JOSE",1954-07-04,Diputado,Partido Nacional,Suplente,2015,2018,AMORIN,ASTIGARRIAGA,JUAN,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
118,"AMORIN BATLLE, JOSE GERARDO",1954-11-09,Senador,Partido Colorado,Titular,2015,2020,AMORIN,BATLLE,JOSE,GERARDO,1,48,2015-02-15,2020-02-14,1985-2020
119,"AMY TEJERA, JOSE ANTONIO",1967-11-03,Senador,Partido Colorado,Suplente,2015,2015,AMY,TEJERA,JOSE,ANTONIO,1,48,2015-02-15,2020-02-14,1985-2020
120,"LAVENTURE OTEGUI, EDUARDO MARTIN",1958-06-17,Senador,Partido Nacional,Suplente,2015,2015,LAVENTURE,OTEGUI,EDUARDO,MARTIN,1,48,2015-02-15,2020-02-14,1985-2020
121,"LAZO GUEREQUIZ, SANDRA MARIA",1967-04-12,Senador,Frente Amplio,Suplente,2015,2019,LAZO,GUEREQUIZ,SANDRA,MARIA,0,48,2015-02-15,2020-02-14,1985-2020
122,"LEMA PERRETTA, MARTIN",1982-09-06,Diputado,Partido Nacional,Titular,2015,2020,LEMA,PERRETTA,MARTIN,,1,48,2015-02-15,2020-02-14,1985-2020
123,"LERETE TORRE, JUAN ALFONSO",1971-12-02,Diputado,Partido Nacional,Suplente,2019,2019,LERETE,TORRE,JUAN,ALFONSO,1,48,2015-02-15,2020-02-14,1985-2020
124,"LIBSCHITZ SUAREZ, MARGARITA",1985-02-14,Diputado,Frente Amplio,Suplente,2015,2019,LIBSCHITZ,SUAREZ,MARGARITA,,0,48,2015-02-15,2020-02-14,1985-2020
125,"LIMA PROSERPIO, ANDRES PABLO",1973-10-31,Diputado,Frente Amplio,Titular,2015,2015,LIMA,PROSERPIO,ANDRES,PABLO,1,48,2015-02-15,2020-02-14,1985-2020
126,"LOPEZ MENDEZ, ARTURO EDUARDO",1983-10-12,Diputado,Partido Nacional,Suplente,2015,2019,LOPEZ,MENDEZ,ARTURO,EDUARDO,1,48,2015-02-15,2020-02-14,1985-2020
127,"LOPEZ VILLALBA, DANIEL GUSTAVO",1947-12-30,Senador,Partido Nacional,Suplente,2015,2019,LOPEZ,VILLALBA,DANIEL,GUSTAVO,1,48,2015-02-15,2020-02-14,1985-2020
128,"LORENZONI HERRERA, MIGUEL JOSE",1985-06-19,Diputado,Frente Amplio,Suplente,2015,2019,LORENZONI,HERRERA,MIGUEL,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
129,"LORIER SANDRO, EDUARDO",1952-09-10,Senador,Frente Amplio,Suplente,2015,2017,LORIER,SANDRO,EDUARDO,,1,48,2015-02-15,2020-02-14,1985-2020
130,"LUSTEMBERG HARO, MARIA CRISTINA",1966-01-12,Senador,Frente Amplio,Suplente,2017,2017,LUSTEMBERG,HARO,MARIA,CRISTINA,0,48,2015-02-15,2020-02-14,1985-2020
130,"LUSTEMBERG HARO, MARIA CRISTINA",1966-01-12,Diputado,Frente Amplio,Titular,2015,2020,LUSTEMBERG,HARO,MARIA,CRISTINA,0,48,2015-02-15,2020-02-14,1985-2020
131,"MAHIA FREIRE, JOSE CARLOS",1966-08-08,Diputado,Frente Amplio,Titular,2015,2020,MAHIA,FREIRE,JOSE,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
132,"MALAN CASTRO, ENZO JAVIER",1970-01-16,Diputado,Frente Amplio,Titular,2015,2020,MALAN,CASTRO,ENZO,JAVIER,1,48,2015-02-15,2020-02-14,1985-2020
133,"MARQUEZ OLIVERA, PEDRO EDUARDO",1961-10-18,Diputado,Frente Amplio,Suplente,2015,2018,MARQUEZ,OLIVERA,PEDRO,EDUARDO,1,48,2015-02-15,2020-02-14,1985-2020
134,"MARTINELLI, NICOLAS JOSE",1982-01-02,Diputado,Partido Nacional,Suplente,2015,2019,MARTINELLI,,NICOLAS,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
135,"MARTINEZ HUELMO, RUBEN WALDEMAR",1949-09-27,Senador,Frente Amplio,Suplente,2015,2018,MARTINEZ,HUELMO,RUBEN,WALDEMAR,1,48,2015-02-15,2020-02-14,1985-2020
136,"MARTINEZ MARTINEZ, LOURDES DIANNE",1961-08-15,Diputado,Partido Colorado,Suplente,2015,2019,MARTINEZ,MARTINEZ,LOURDES,DIANNE,0,48,2015-02-15,2020-02-14,1985-2020
137,"MARTINEZ VILLAAMIL, DANIEL CARLOS",1957-02-23,Senador,Frente Amplio,Titular,2015,2015,MARTINEZ,VILLAAMIL,DANIEL,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
138,"MATIAUDE ESPINO, GRACIELA VENANCIA MARIA",1957-03-14,Diputado,Partido Colorado,Titular,2015,2019,MATIAUDE,ESPINO,GRACIELA,VENANCIA,0,48,2015-02-15,2020-02-14,1985-2020
139,"MELENDEZ CADIAC, LAURO JUAN BAUTISTA",1958-04-18,Senador,Frente Amplio,Suplente,2015,2019,MELENDEZ,CADIAC,LAURO,JUAN,1,48,2015-02-15,2020-02-14,1985-2020
140,"MENDEZ VIERA, ANIBAL ALBERTO",1976-08-05,Diputado,Frente Amplio,Suplente,2015,2020,MENDEZ,VIERA,ANIBAL,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
141,"MENDIONDO BIDART, DARI",1934-06-23,Diputado,Frente Amplio,Suplente,2015,2019,MENDIONDO,BIDART,DARI,,1,48,2015-02-15,2020-02-14,1985-2020
142,"MENDIONDO SORONDO, CONSTANTE ROGELIO",1953-02-06,Diputado,Frente Amplio,Titular,2015,2020,MENDIONDO,SORONDO,CONSTANTE,ROGELIO,1,48,2015-02-15,2020-02-14,1985-2020
143,"MERONI FERREIRA, JORGE ALVARO",1958-08-08,Diputado,Frente Amplio,Suplente,2020,2020,MERONI,FERREIRA,JORGE,ALVARO,1,48,2015-02-15,2020-02-14,1985-2020
143,"MERONI FERREIRA, JORGE ALVARO",1958-08-08,Diputado,Frente Amplio,Titular,2015,2020,MERONI,FERREIRA,JORGE,ALVARO,1,48,2015-02-15,2020-02-14,1985-2020
144,"MICHELINI DELLE PIANE, FELIPE RAUL",1961-01-24,Diputado,Frente Amplio,Titular,2015,2020,MICHELINI,DELLE PIANE,FELIPE,RAUL,1,48,2015-02-15,2020-02-14,1985-2020
145,"MICHELINI DELLE PIANE, RAFAEL EUGENIO",1958-10-30,Senador,Frente Amplio,Titular,2015,2020,MICHELINI,DELLE PIANE,RAFAEL,EUGENIO,1,48,2015-02-15,2020-02-14,1985-2020
146,"MIER ESTADES, EDGARDO DIONISIO",1953-05-09,Diputado,Partido Nacional,Titular,2015,2017,MIER,ESTADES,EDGARDO,DIONISIO,1,48,2015-02-15,2020-02-14,1985-2020
147,"MIER ESTADES, SERGIO ANTERES",1955-06-27,Diputado,Frente Amplio,Titular,2015,2020,MIER,ESTADES,SERGIO,ANTERES,1,48,2015-02-15,2020-02-14,1985-2020
148,"MIERES GOMEZ, PABLO ANDRES",1959-07-30,Senador,Partido Independiente,Titular,2015,2020,MIERES,GOMEZ,PABLO,ANDRES,1,48,2015-02-15,2020-02-14,1985-2020
149,"MINETTI FERNANDEZ, ORQUIDEA",1954-09-26,Diputado,Frente Amplio,Titular,2015,2020,MINETTI,FERNANDEZ,ORQUIDEA,,0,48,2015-02-15,2020-02-14,1985-2020
150,"MONTANARI ROSANIA, GERARDINA",1952-06-04,Diputado,Partido Nacional,Suplente,2015,2020,MONTANARI,ROSANIA,GERARDINA,,0,48,2015-02-15,2020-02-14,1985-2020
151,"MONTANER FORMOSO, DORA SUSANA",,Diputado,Partido Colorado,Titular,2015,2020,MONTANER,FORMOSO,DORA,SUSANA,0,48,2015-02-15,2020-02-14,1985-2020
152,"MONTANER FORMOSO, MARTHA SILVANA",1955-01-06,Senador,Partido Colorado,Titular,2015,2016,MONTANER,FORMOSO,MARTHA,SILVANA,0,48,2015-02-15,2020-02-14,1985-2020
153,"MONZEGLIO BENTANCOR, REMO",1955-04-08,Diputado,Partido Nacional,Suplente,2015,2018,MONZEGLIO,BENTANCOR,REMO,,1,48,2015-02-15,2020-02-14,1985-2020
154,"MOREIRA REISCH, CARLOS ALBERTO",1946-05-16,Senador,Partido Nacional,Titular,2015,2015,MOREIRA,REISCH,CARLOS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
155,"MOREIRA VINAS, CONSTANZA BEATRIZ",1960-02-22,Senador,Frente Amplio,Suplente,2018,2018,MOREIRA,VINAS,CONSTANZA,BEATRIZ,0,48,2015-02-15,2020-02-14,1985-2020
155,"MOREIRA VINAS, CONSTANZA BEATRIZ",1960-02-22,Senador,Frente Amplio,Titular,2015,2020,MOREIRA,VINAS,CONSTANZA,BEATRIZ,0,48,2015-02-15,2020-02-14,1985-2020
156,"MUJICA BENOIT, GONZALO FERNANDO",1956-06-06,Diputado,Frente Amplio,Titular,2015,2017,MUJICA,BENOIT,GONZALO,FERNANDO,1,48,2015-02-15,2020-02-14,1985-2020
156,"MUJICA BENOIT, GONZALO FERNANDO",1956-06-06,Senador,Frente Amplio,Suplente,2015,2015,MUJICA,BENOIT,GONZALO,FERNANDO,1,48,2015-02-15,2020-02-14,1985-2020
157,"MUJICA CORDANO, JOSE ALBERTO",1934-05-20,Senador,Frente Amplio,Titular,2020,2020,MUJICA,CORDANO,JOSE,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
157,"MUJICA CORDANO, JOSE ALBERTO",1934-05-20,Senador,Frente Amplio,Titular,2015,2018,MUJICA,CORDANO,JOSE,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
158,"MUTTI FORNAROLI, MARIA MANUELA",1987-01-13,Diputado,Frente Amplio,Titular,2015,2020,MUTTI,FORNAROLI,MARIA,MANUELA,0,48,2015-02-15,2020-02-14,1985-2020
159,"NAPILOTI MONCALVO, ROMINA ALEJANDRA",1984-12-03,Diputado,Frente Amplio,Suplente,2015,2017,NAPILOTI,MONCALVO,ROMINA,ALEJANDRA,0,48,2015-02-15,2020-02-14,1985-2020
160,"NIFFOURI BLANCO, AMIN",1971-12-02,Diputado,Partido Nacional,Titular,2020,2020,NIFFOURI,BLANCO,AMIN,,1,48,2015-02-15,2020-02-14,1985-2020
160,"NIFFOURI BLANCO, AMIN",1971-12-02,Diputado,Partido Nacional,Titular,2015,2020,NIFFOURI,BLANCO,AMIN,,1,48,2015-02-15,2020-02-14,1985-2020
161,"NOVALES MAYOL, GONZALO LEOPOLDO",1943-05-30,Diputado,Partido Nacional,Titular,2015,2020,NOVALES,MAYOL,GONZALO,LEOPOLDO,1,48,2015-02-15,2020-02-14,1985-2020
162,"NUNEZ FALLABRINO, GERARDO HECTOR",1985-02-18,Diputado,Frente Amplio,Titular,2015,2020,NUNEZ,FALLABRINO,GERARDO,HECTOR,1,48,2015-02-15,2020-02-14,1985-2020
163,"NUNEZ SAPPA, JOSE LUIS",1962-01-14,Diputado,Partido Nacional,Suplente,2015,2019,NUNEZ,SAPPA,JOSE,LUIS,1,48,2015-02-15,2020-02-14,1985-2020
164,"OLAIZOLA AMEN, JUAN JOSE",1967-01-08,Diputado,Partido Nacional,Titular,2015,2020,OLAIZOLA,AMEN,JUAN,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
165,"OLANO LLANO, JOSE QUINTIN",1964-08-09,Diputado,Partido Nacional,Titular,2018,2019,OLANO,LLANO,JOSE,QUINTIN,1,48,2015-02-15,2020-02-14,1985-2020
165,"OLANO LLANO, JOSE QUINTIN",1964-08-09,Diputado,Partido Nacional,Suplente,2017,2018,OLANO,LLANO,JOSE,QUINTIN,1,48,2015-02-15,2020-02-14,1985-2020
166,"OLANO RODRIGUEZ, CELINA WALKIRIA",,Senador,Partido Colorado,Suplente,2015,2019,OLANO,RODRIGUEZ,CELINA,WALKIRIA,0,48,2015-02-15,2020-02-14,1985-2020
167,"OLESKER GERSTENFELD, DANIEL",1952-08-23,Senador,Frente Amplio,Suplente,2015,2018,OLESKER,GERSTENFELD,DANIEL,,1,48,2015-02-15,2020-02-14,1985-2020
168,"OLIVERA BANEGAS, MARIA JOSE",1972-09-27,Diputado,Frente Amplio,Suplente,2015,2019,OLIVERA,BANEGAS,MARIA,JOSE,0,48,2015-02-15,2020-02-14,1985-2020
169,"OLIVERA SEIGUERMAN, NICOLAS JAVIER",1981-05-04,Diputado,Partido Nacional,Titular,2020,2020,OLIVERA,SEIGUERMAN,NICOLAS,JAVIER,1,48,2015-02-15,2020-02-14,1985-2020
169,"OLIVERA SEIGUERMAN, NICOLAS JAVIER",1981-05-04,Diputado,Partido Nacional,Titular,2015,2020,OLIVERA,SEIGUERMAN,NICOLAS,JAVIER,1,48,2015-02-15,2020-02-14,1985-2020
170,"ORTUNO BLANCO, SANTIAGO ARIEL",1934-07-25,Diputado,Frente Amplio,Suplente,2015,2016,ORTUNO,BLANCO,SANTIAGO,ARIEL,1,48,2015-02-15,2020-02-14,1985-2020
171,"OSTA CALLEROS, JOSE GUSTAVO",1969-11-29,Diputado,Partido Colorado,Suplente,2015,2019,OSTA,CALLEROS,JOSE,GUSTAVO,1,48,2015-02-15,2020-02-14,1985-2020
172,"OSTRIA CHIAZZARO, JOSE LUIS",1959-07-23,Diputado,Partido Nacional,Suplente,2016,2016,OSTRIA,CHIAZZARO,JOSE,LUIS,1,48,2015-02-15,2020-02-14,1985-2020
173,"OTERO ACOSTA, NESTOR EDUARDO",1972-07-17,Diputado,Partido Colorado,Suplente,2015,2020,OTERO,ACOSTA,NESTOR,EDUARDO,1,48,2015-02-15,2020-02-14,1985-2020
174,"OTHEGUY VEGA, MARCOS JAVIER",1970-01-17,Senador,Frente Amplio,Titular,2015,2020,OTHEGUY,VEGA,MARCOS,JAVIER,1,48,2015-02-15,2020-02-14,1985-2020
175,"PACHECO MARTIRENA, MARY ELISABETH",1965-07-12,Diputado,Partido Nacional,Suplente,2015,2015,PACHECO,MARTIRENA,MARY,ELISABETH,0,48,2015-02-15,2020-02-14,1985-2020
176,"PARDINAS SALOMON, ANGEL YERU",1955-10-09,Senador,Frente Amplio,Suplente,2015,2019,PARDINAS,SALOMON,ANGEL,YERU,1,48,2015-02-15,2020-02-14,1985-2020
177,"PASQUET IRIBARNE, OPE",1956-01-10,Diputado,Partido Colorado,Titular,2015,2020,PASQUET,IRIBARNE,OPE,,1,48,2015-02-15,2020-02-14,1985-2020
178,"PASSADA LEONCINI, IVONNE GRAZIELLA",1956-04-04,Senador,Frente Amplio,Titular,2015,2020,PASSADA,LEONCINI,IVONNE,GRAZIELLA,1,48,2015-02-15,2020-02-14,1985-2020
178,"PASSADA LEONCINI, IVONNE GRAZIELLA",1956-04-04,Diputado,Frente Amplio,Titular,2015,2015,PASSADA,LEONCINI,IVONNE,GRAZIELLA,0,48,2015-02-15,2020-02-14,1985-2020
178,"PASSADA LEONCINI, IVONNE GRAZIELLA",1956-04-04,Senador,Frente Amplio,Suplente,2015,2015,PASSADA,LEONCINI,IVONNE,GRAZIELLA,1,48,2015-02-15,2020-02-14,1985-2020
179,"PATERNAIN RODRIGUEZ, RAFAEL",1969-01-14,Senador,Frente Amplio,Suplente,2015,2018,PATERNAIN,RODRIGUEZ,RAFAEL,,1,48,2015-02-15,2020-02-14,1985-2020
180,"PAYSSE RODRIGUEZ, DANIELA",1946-10-17,Senador,Frente Amplio,Titular,2015,2018,PAYSSE,RODRIGUEZ,DANIELA,,0,48,2015-02-15,2020-02-14,1985-2020
180,"PAYSSE RODRIGUEZ, DANIELA",1946-10-17,Senador,Frente Amplio,Suplente,2015,2015,PAYSSE,RODRIGUEZ,DANIELA,,0,48,2015-02-15,2020-02-14,1985-2020
181,"PELEGRIN PEREZ, SUSANA MARIELA",1961-01-28,Diputado,Frente Amplio,Suplente,2015,2020,PELEGRIN,PEREZ,SUSANA,MARIELA,0,48,2015-02-15,2020-02-14,1985-2020
182,"PENA FERNANDEZ, DANIEL ADRIAN",1972-12-21,Diputado,Partido Nacional,Titular,2015,2020,PENA,FERNANDEZ,DANIEL,ADRIAN,1,48,2015-02-15,2020-02-14,1985-2020
182,"PENA FERNANDEZ, DANIEL ADRIAN",1972-12-21,Senador,Partido Nacional,Suplente,2015,2015,PENA,FERNANDEZ,DANIEL,ADRIAN,1,48,2015-02-15,2020-02-14,1985-2020
183,"PENA HERNANDEZ, MARIA ADRIANA",1964-09-09,Senador,Partido Nacional,Suplente,2015,2015,PENA,HERNANDEZ,MARIA,ADRIANA,0,48,2015-02-15,2020-02-14,1985-2020
184,"PENA ROBAINA, NELSON ADRIAN",1976-01-20,Diputado,Partido Colorado,Titular,2020,2020,PENA,ROBAINA,NELSON,ADRIAN,1,48,2015-02-15,2020-02-14,1985-2020
184,"PENA ROBAINA, NELSON ADRIAN",1976-01-20,Senador,Partido Colorado,Titular,2020,2020,PENA,ROBAINA,NELSON,ADRIAN,1,48,2015-02-15,2020-02-14,1985-2020
184,"PENA ROBAINA, NELSON ADRIAN",1976-01-20,Diputado,Partido Colorado,Titular,2015,2020,PENA,ROBAINA,NELSON,ADRIAN,1,48,2015-02-15,2020-02-14,1985-2020
185,"PENADES ETCHEVARNE, GUSTAVO CARLOS",1965-10-07,Diputado,Partido Nacional,Titular,2020,2020,PENADES,ETCHEVARNE,GUSTAVO,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
185,"PENADES ETCHEVARNE, GUSTAVO CARLOS",1965-10-07,Diputado,Partido Nacional,Titular,2015,2020,PENADES,ETCHEVARNE,GUSTAVO,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
186,"PERDOMO BARRETO, MILTON HENRY",1966-04-08,Diputado,Frente Amplio,Suplente,2017,2018,PERDOMO,BARRETO,MILTON,HENRY,1,48,2015-02-15,2020-02-14,1985-2020
187,"PERDOMO GAMARRA, ALBERTO JAVIER",1967-04-06,Diputado,Partido Nacional,Titular,2015,2017,PERDOMO,GAMARRA,ALBERTO,JAVIER,1,48,2015-02-15,2020-02-14,1985-2020
188,"PEREYRA CARDOZO, ESTELA AGRIPINA",1969-11-22,Diputado,Frente Amplio,Suplente,2020,2020,PEREYRA,CARDOZO,ESTELA,AGRIPINA,0,48,2015-02-15,2020-02-14,1985-2020
188,"PEREYRA CARDOZO, ESTELA AGRIPINA",1969-11-22,Diputado,Frente Amplio,Suplente,2015,2019,PEREYRA,CARDOZO,ESTELA,AGRIPINA,0,48,2015-02-15,2020-02-14,1985-2020
189,"PEREYRA HUELMO, HECTOR ANIBAL",1966-11-07,Diputado,Frente Amplio,Titular,2015,2015,PEREYRA,HUELMO,HECTOR,ANIBAL,1,48,2015-02-15,2020-02-14,1985-2020
190,"PEREYRA PINEYRO, SUSANA",1956-04-24,Diputado,Frente Amplio,Titular,2015,2020,PEREYRA,PINEYRO,SUSANA,,0,48,2015-02-15,2020-02-14,1985-2020
191,"PEREZ BRITO, DARIO",1957-01-06,Diputado,Frente Amplio,Titular,2015,2020,PEREZ,BRITO,DARIO,,1,48,2015-02-15,2020-02-14,1985-2020
192,"PEREZ GONZALEZ, PABLO NEKLINDOR",1948-02-09,Diputado,Frente Amplio,Suplente,2015,2015,PEREZ,GONZALEZ,PABLO,NEKLINDOR,1,48,2015-02-15,2020-02-14,1985-2020
193,"PEREZ LACUES, PAULA",1982-04-23,Diputado,Frente Amplio,Suplente,2015,2019,PEREZ,LACUES,PAULA,,0,48,2015-02-15,2020-02-14,1985-2020
194,"PIMENTEL RODRIGUEZ, ADAN",1969-04-22,Diputado,Partido Nacional,Suplente,2015,2016,PIMENTEL,RODRIGUEZ,ADAN,,1,48,2015-02-15,2020-02-14,1985-2020
195,"PINEIRO RODRIGUEZ, DELFINO",1957-03-30,Diputado,Frente Amplio,Suplente,2015,2019,PINEIRO,RODRIGUEZ,DELFINO,,1,48,2015-02-15,2020-02-14,1985-2020
196,"PINEIRO RODRIGUEZ, VIVIANA ADALGISA",1982-01-22,Senador,Frente Amplio,Suplente,2015,2015,PINEIRO,RODRIGUEZ,VIVIANA,ADALGISA,0,48,2015-02-15,2020-02-14,1985-2020
197,"PINEYRUA OLMOS, ANA LIA",1954-11-23,Senador,Partido Nacional,Suplente,2015,2015,PINEYRUA,OLMOS,ANA,LIA,0,48,2015-02-15,2020-02-14,1985-2020
198,"PINTADO, ENRIQUE MANUEL",1958-01-26,Senador,Frente Amplio,Titular,2015,2020,PINTADO,,ENRIQUE,MANUEL,1,48,2015-02-15,2020-02-14,1985-2020
199,"PINTADO SABINI, LUIS EDUARDO",1967-09-03,Diputado,Partido Colorado,Suplente,2015,2019,PINTADO,SABINI,LUIS,EDUARDO,1,48,2015-02-15,2020-02-14,1985-2020
200,"PINTOS RUIZ, JULIO MIGUEL",1953-12-30,Senador,Frente Amplio,Suplente,2015,2016,PINTOS,RUIZ,JULIO,MIGUEL,1,48,2015-02-15,2020-02-14,1985-2020
201,"PITETTA, ERNESTO MARTIN",1971-04-27,Diputado,Frente Amplio,Suplente,2015,2019,PITETTA,,ERNESTO,MARTIN,1,48,2015-02-15,2020-02-14,1985-2020
202,"PLACERES MOMBRU, DANIEL EDUARDO",1965-11-18,Diputado,Frente Amplio,Titular,2015,2019,PLACERES,MOMBRU,DANIEL,EDUARDO,1,48,2015-02-15,2020-02-14,1985-2020
203,"POMBO MARTINIANO, CARINA LORENA",1985-02-12,Diputado,Frente Amplio,Suplente,2017,2017,POMBO,MARTINIANO,CARINA,LORENA,0,48,2015-02-15,2020-02-14,1985-2020
203,"POMBO MARTINIANO, CARINA LORENA",1985-02-12,Diputado,Frente Amplio,Suplente,2015,2015,POMBO,MARTINIANO,CARINA,LORENA,0,48,2015-02-15,2020-02-14,1985-2020
204,"PONTE GEPP, ELENA HILDA",1947-12-28,Diputado,Frente Amplio,Suplente,2015,2019,PONTE,GEPP,ELENA,HILDA,0,48,2015-02-15,2020-02-14,1985-2020
205,"POSADA PAGLIOTTI, IVAN ADAN",1953-12-25,Senador,Partido Independiente,Suplente,2019,2020,POSADA,PAGLIOTTI,IVAN,ADAN,1,48,2015-02-15,2020-02-14,1985-2020
205,"POSADA PAGLIOTTI, IVAN ADAN",1953-12-25,Diputado,Partido Independiente,Titular,2015,2020,POSADA,PAGLIOTTI,IVAN,ADAN,1,48,2015-02-15,2020-02-14,1985-2020
206,"POZZI CIARAN, JORGE ALVARO",1957-04-07,Diputado,Frente Amplio,Suplente,2015,2020,POZZI,CIARAN,JORGE,ALVARO,1,48,2015-02-15,2020-02-14,1985-2020
