"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","agregado","legislaturas_agrupadas"
"GOMEZ","GOMEZ","ALVARO","GUSTAVO",4450,"Frente Amplio",2020,2020,49,"Diputado","Suplente",NA,1,"1976-05-17","2020-02-15","2025-02-14","2022-08-16",46,NA,46,0,"1985-2025"
"GOMEZ","HERNANDEZ","RUBEN","DANILO",5056,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1960-10-02","2020-02-15","2025-02-14","2022-08-16",61,NA,61,1,"1985-2025"
"GONZALEZ","ANTUNA","SANDRA","ELIZETH",5060,"Partido Nacional",2024,2024,49,"Diputado","Suplente",NA,0,"1982-04-04","2020-02-15","2025-02-14","2022-08-16",40,NA,40,1,"1985-2025"
"GONZALEZ","ANTUNA","SANDRA","ELIZETH",5060,"Partido Nacional",2022,2022,49,"Diputado","Suplente",NA,0,"1982-04-04","2020-02-15","2025-02-14","2022-08-16",40,NA,40,1,"1985-2025"
"GONZALEZ","ANTUNA","SANDRA","ELIZETH",5060,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,0,"1982-04-04","2020-02-15","2025-02-14","2022-08-16",40,NA,40,1,"1985-2025"
"GONZALEZ","EVORA","JUAN","MARCELO",4973,"Frente Amplio",2022,2023,49,"Diputado","Suplente",NA,1,"1972-06-01","2020-02-15","2025-02-14","2022-08-16",50,NA,50,1,"1985-2025"
"GONZALEZ","EVORA","JUAN","MARCELO",4973,"Frente Amplio",2020,2020,49,"Diputado","Suplente",NA,1,"1972-06-01","2020-02-15","2025-02-14","2022-08-16",50,NA,50,1,"1985-2025"
"GONZALEZ","GARCIA","ADOLFO","JESUS",4872,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1964-12-24","2020-02-15","2025-02-14","2022-08-16",57,NA,57,1,"1985-2025"
"GONZALEZ","HATCHONDO","ADRIANA","RAQUEL",4730,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,0,"1962-05-25","2020-02-15","2025-02-14","2022-08-16",60,NA,60,0,"1985-2025"
"GONZALEZ","LOPEZ","SHEILA","DANIELA",5065,"Cabildo Abierto",2020,2021,49,"Diputado","Suplente",NA,0,"1982-02-23","2020-02-15","2025-02-14","2022-08-16",40,NA,40,1,"1985-2025"
"ALVAREZ","SUAREZ","MARTIN","LEONARDO",5021,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1991-07-25","2020-02-15","2025-02-14","2022-08-16",31,NA,31,1,"1985-2025"
"ALVAREZ","VANZULI","MARIA","CRISTINA",5000,"Cabildo Abierto",2020,2024,49,"Diputado","Suplente",NA,0,"1954-09-21","2020-02-15","2025-02-14","2022-08-16",67,NA,67,1,"1985-2025"
"ALVARIZA","ABELLA","MARIA","EMA",5001,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,0,"1957-10-26","2020-02-15","2025-02-14","2022-08-16",64,NA,64,1,"1985-2025"
"AMARILLO",NA,"JOHANNA","PATRICIA",4966,"Partido Nacional",2020,2023,49,"Diputado","Suplente",NA,0,"1980-09-16","2020-02-15","2025-02-14","2022-08-16",41,NA,41,1,"1985-2025"
"GONZALEZ","RIOS","LUIS","ALBERTO",4650,"Partido Independiente",2021,2024,49,"Diputado","Suplente",NA,1,"1951-12-07","2020-02-15","2025-02-14","2022-08-16",70,NA,70,0,"1985-2025"
"GONZALEZ","TABERNE","JORGE","SEBASTIAN",4790,"Frente Amplio",2020,2021,49,"Diputado","Suplente",NA,1,"1981-06-23","2020-02-15","2025-02-14","2022-08-16",41,NA,41,1,"1985-2025"
"GRAFFIGNA","SANTIESTEBAN","HECTOR","DANIEL",4781,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1969-09-16","2020-02-15","2025-02-14","2022-08-16",52,NA,52,1,"1985-2025"
"GUADALUPE","ALVAREZ","EDUARDO","AMADEO",4924,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,1,"1959-10-08","2020-02-15","2025-02-14","2022-08-16",62,NA,62,1,"1985-2025"
"GUARINONI","RODRIGUEZ","MAURICIO",NA,4670,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1977-09-18","2020-02-15","2025-02-14","2022-08-16",44,NA,44,0,"1985-2025"
"GUERRA","FERNANDEZ CHAVEZ","WISTON","DARIO",3089,"Partido Colorado",2020,2020,49,"Diputado","Suplente",NA,1,"1985-10-10","2020-02-15","2025-02-14","2022-08-16",36,NA,36,0,"1985-2025"
"GUERRERO","PALERMO","CESAR","GUSTAVO",4747,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1965-12-02","2020-02-15","2025-02-14","2022-08-16",56,NA,56,1,"1985-2025"
"GUIDO","SANZO","MARIA","GRACIELA",5008,"Partido Nacional",2022,2025,49,"Diputado","Suplente",NA,0,"1953-06-17","2020-02-15","2025-02-14","2022-08-16",69,NA,69,1,"1985-2025"
"HERNANDEZ","BERTALOT","SILVIA","ESTHER",4860,"Partido Nacional",2023,2023,49,"Senador","Suplente",NA,0,"1957-10-28","2020-02-15","2025-02-14","2022-08-16",64,NA,64,1,"1985-2025"
"HERNANDEZ","ESTEVEZ","MILTON",NA,5028,"Frente Amplio",2021,2024,49,"Diputado","Suplente",NA,1,"1953-02-25","2020-02-15","2025-02-14","2022-08-16",69,NA,69,1,"1985-2025"
"HERRERA","SILVA","CARLOS","ATILIO",4906,"Cabildo Abierto",2020,2024,49,"Diputado","Suplente",NA,1,"1960-03-19","2020-02-15","2025-02-14","2022-08-16",62,NA,62,1,"1985-2025"
"HUNTER","LUZARDO","ANA","LAURA",4887,"Partido Colorado",2020,2024,49,"Senador","Suplente",NA,0,"1968-08-09","2020-02-15","2025-02-14","2022-08-16",54,NA,54,1,"1985-2025"
"ICHAZO","DUHALDE","WALKER","FOCH",5078,"Partido Nacional",2021,2021,49,"Diputado","Suplente",NA,1,"1940-11-19","2020-02-15","2025-02-14","2022-08-16",81,NA,81,1,"1985-2025"
"IMODA","PENELA","ROSA","MARIA",2643,"Partido Nacional",2020,2022,49,"Diputado","Suplente",NA,0,"1961-10-22","2020-02-15","2025-02-14","2022-08-16",60,NA,60,0,"1985-2025"
"INZAURRALDE","GUILLEN","ALEXANDRA","KARINA",4734,"Partido Nacional",2020,2025,49,"Diputado","Suplente",NA,0,"1972-09-03","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"INZAURRALDE","GUILLEN","ALEXANDRA","KARINA",4734,"Partido Nacional",2020,2020,49,"Senador","Suplente",NA,0,"1972-09-03","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"IRIGOIN","MACARI","PEDRO","AUGUSTO",2368,"Frente Amplio",2025,2025,49,"Senador","Suplente",NA,1,"1985-03-27","2020-02-15","2025-02-14","2022-08-16",37,NA,37,0,"1985-2025"
"IRIGOYEN","PEREZ","NATALIE","GABRIELA",5032,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,0,"1987-11-11","2020-02-15","2025-02-14","2022-08-16",34,NA,34,1,"1985-2025"
"IZAGUIRRE","SANDOVAL","JORGE","ALDEBAR",4967,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1958-09-30","2020-02-15","2025-02-14","2022-08-16",63,NA,63,1,"1985-2025"
"KECHICHIAN","GARCIA","NORMA","LILIAM",2370,"Frente Amplio",2025,2025,49,"Senador","Suplente",NA,0,"1952-03-02","2020-02-15","2025-02-14","2022-08-16",70,NA,70,0,"1985-2025"
"KECHICHIAN","GARCIA","NORMA","LILIAM",2370,"Frente Amplio",2020,2025,49,"Senador","Suplente",NA,0,"1952-03-02","2020-02-15","2025-02-14","2022-08-16",70,NA,70,0,"1985-2025"
"KRONBERG","VERGARA","JULIO","ALBERTO",4978,"Frente Amplio",2020,2025,49,"Diputado","Suplente",NA,1,"1954-08-19","2020-02-15","2025-02-14","2022-08-16",67,NA,67,1,"1985-2025"
"KUCHARSKI","GONZALEZ","GIANFRANCO",NA,4943,"Cabildo Abierto",2020,2021,49,"Diputado","Suplente",NA,1,"1986-08-31","2020-02-15","2025-02-14","2022-08-16",35,NA,35,1,"1985-2025"
"LAMANCHA","CHERONI","MARIA","GRACIELA",5009,"Frente Amplio",2020,2021,49,"Diputado","Suplente",NA,0,"1956-09-13","2020-02-15","2025-02-14","2022-08-16",65,NA,65,1,"1985-2025"
"LAMORTE","RUSSOMANNO","ALDO","JOSE",3313,"Partido Nacional",2021,2024,49,"Senador","Suplente",NA,1,"1957-01-17","2020-02-15","2025-02-14","2022-08-16",65,NA,65,0,"1985-2025"
"LAMORTE","RUSSOMANNO","ALDO","JOSE",3313,"Partido Nacional",2020,2025,49,"Diputado","Suplente",NA,1,"1957-01-17","2020-02-15","2025-02-14","2022-08-16",65,NA,65,0,"1985-2025"
"LANCASTER","MONTANELLI","ELENA","FELICIA",4762,"Partido Nacional",2024,2024,49,"Senador","Suplente",NA,0,NA,"2020-02-15","2025-02-14","2022-08-16",NA,NA,NA,1,"1985-2025"
"LANCASTER","MONTANELLI","ELENA","FELICIA",4762,"Partido Nacional",2023,2024,49,"Diputado","Suplente",NA,0,NA,"2020-02-15","2025-02-14","2022-08-16",NA,NA,NA,1,"1985-2025"
"LANCASTER","MONTANELLI","ELENA","FELICIA",4762,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,0,NA,"2020-02-15","2025-02-14","2022-08-16",NA,NA,NA,1,"1985-2025"
"LARRANAGA","VIDAL","JORGE",NA,5087,"Partido Nacional",2021,2023,49,"Diputado","Suplente",NA,1,"1988-10-15","2020-02-15","2025-02-14","2022-08-16",33,NA,33,1,"1985-2025"
"LARROSA","ALTEZ","RAMIRO","ORLANDO",5044,"Cabildo Abierto",2020,2020,49,"Diputado","Suplente",NA,1,"1940-02-15","2020-02-15","2025-02-14","2022-08-16",82,NA,82,1,"1985-2025"
"LARROSA","MARTINEZ","JULIAN","CELESTINO",2797,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1950-10-05","2020-02-15","2025-02-14","2022-08-16",71,NA,71,0,"1985-2025"
"LAUREIRO","CASTANIA","JACINTO","WALTER",4961,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1948-08-25","2020-02-15","2025-02-14","2022-08-16",73,NA,73,1,"1985-2025"
"LESSA","ASENSIO","AIDA","CARMEN",4876,"Cabildo Abierto",2021,2021,49,"Diputado","Suplente",NA,0,"1955-08-01","2020-02-15","2025-02-14","2022-08-16",67,NA,67,1,"1985-2025"
"LIBEROFF","NEMIROVSKY","BENJAMIN","JOSE",4900,"Frente Amplio",2021,2024,49,"Senador","Suplente",NA,1,"1949-03-16","2020-02-15","2025-02-14","2022-08-16",73,NA,73,1,"1985-2025"
"LOPEZ","BENOIT","MARIA","SOLEDAD",5010,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,0,"1973-01-19","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"LOPEZ","FORMOSO","NARCIO","EDISON",5031,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,1,"1964-09-20","2020-02-15","2025-02-14","2022-08-16",57,NA,57,1,"1985-2025"
"LOPEZ","IGLESIAS","ROBERTO","ALEJANDRO",5049,"Cabildo Abierto",2020,2022,49,"Diputado","Suplente",NA,1,"1965-05-23","2020-02-15","2025-02-14","2022-08-16",57,NA,57,1,"1985-2025"
"LORENZONI","HERRERA","MIGUEL","JOSE",4831,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1985-06-19","2020-02-15","2025-02-14","2022-08-16",37,NA,37,1,"1985-2025"
"LOZANO","BONET","RAUL",NA,777,"Cabildo Abierto",2020,2023,49,"Senador","Suplente",NA,1,"1958-10-01","2020-02-15","2025-02-14","2022-08-16",63,NA,63,0,"1985-2025"
"LUSTEMBERG","HARO","MARIA","CRISTINA",2344,"Frente Amplio",2025,2025,49,"Senador","Suplente",NA,0,"1966-01-12","2020-02-15","2025-02-14","2022-08-16",56,NA,56,0,"1985-2025"
"MACHADO","MORALES","ROSA","ISABEL",5054,"Partido Nacional",2021,2021,49,"Diputado","Suplente",NA,0,"1951-09-07","2020-02-15","2025-02-14","2022-08-16",70,NA,70,1,"1985-2025"
"MAFIO","PEREIRA","MARIA","JOSE",5011,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,0,"1985-06-30","2020-02-15","2025-02-14","2022-08-16",37,NA,37,1,"1985-2025"
"MAHIA","FREIRE","JOSE","CARLOS",3967,"Frente Amplio",2020,2024,49,"Senador","Suplente",NA,1,"1966-08-08","2020-02-15","2025-02-14","2022-08-16",56,NA,56,0,"1985-2025"
"MALAN","CAFFAREL","CARLOS","ENRIQUE",4907,"Partido Colorado",2020,2024,49,"Diputado","Suplente",NA,1,"1968-06-15","2020-02-15","2025-02-14","2022-08-16",54,NA,54,1,"1985-2025"
"MARTINEZ","NOBRE","PABLO","NICOLAS",5042,"Frente Amplio",2020,2022,49,"Diputado","Suplente",NA,1,"1989-12-22","2020-02-15","2025-02-14","2022-08-16",32,NA,32,1,"1985-2025"
"MAZZAROVICH","GONZALEZ","GABRIEL","JORGE",4939,"Frente Amplio",2020,2025,49,"Diputado","Suplente",NA,1,"1965-01-16","2020-02-15","2025-02-14","2022-08-16",57,NA,57,1,"1985-2025"
"MELAZZI","CAMERA","MARIA","ROSA",5012,"Partido Colorado",2020,2024,49,"Diputado","Suplente",NA,0,"1969-06-17","2020-02-15","2025-02-14","2022-08-16",53,NA,53,1,"1985-2025"
"MELAZZI","LAZARTE","ANGEL","MARTIN",4895,"Partido Colorado",2020,2025,49,"Diputado","Suplente",NA,1,"1972-12-07","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"MELENDEZ","CADIAC","LAURO","JUAN",4799,"Frente Amplio",2020,2025,49,"Senador","Suplente",NA,1,"1958-04-18","2020-02-15","2025-02-14","2022-08-16",64,NA,64,1,"1985-2025"
"MELGAR","TRIAS","MICAELA",NA,5026,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,0,"1989-03-03","2020-02-15","2025-02-14","2022-08-16",33,NA,33,1,"1985-2025"
"MELNIK","TODRESAS","MARCOS","ARIEL",4995,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1963-12-08","2020-02-15","2025-02-14","2022-08-16",58,NA,58,1,"1985-2025"
"MELOGNO","AIRAUDO","GONZALO",NA,4948,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1988-02-21","2020-02-15","2025-02-14","2022-08-16",34,NA,34,1,"1985-2025"
"MERONI","FERREIRA","JORGE","ALVARO",4791,"Frente Amplio",2020,2020,49,"Diputado","Suplente",NA,1,"1958-08-08","2020-02-15","2025-02-14","2022-08-16",64,NA,64,1,"1985-2025"
"METEDIERA","MONTEGHIRFO","EMILIANO",NA,4925,"Partido Nacional",2020,2023,49,"Diputado","Suplente",NA,1,"1990-01-25","2020-02-15","2025-02-14","2022-08-16",32,NA,32,1,"1985-2025"
"METHOL","SASTRE","MARCOS",NA,4996,"Cabildo Abierto",2020,2024,49,"Senador","Suplente",NA,1,"1986-09-01","2020-02-15","2025-02-14","2022-08-16",35,NA,35,1,"1985-2025"
"MIRZA","PERPIGNANI","CHRISTIAN","ADEL",4912,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1957-03-21","2020-02-15","2025-02-14","2022-08-16",65,NA,65,1,"1985-2025"
"MOLINELLI","ROTUNDO","RICARDO","MARIA",940,"Partido Colorado",2020,2023,49,"Diputado","Suplente",NA,1,"1945-02-22","2020-02-15","2025-02-14","2022-08-16",77,NA,77,0,"1985-2025"
"MONTANARI","ROSANIA","GERARDINA",NA,4775,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,0,"1952-06-04","2020-02-15","2025-02-14","2022-08-16",70,NA,70,1,"1985-2025"
"MONZILLO","UMPIERREZ","MARIA","INES",5013,"Partido Nacional",2020,2023,49,"Diputado","Suplente",NA,0,"1969-06-10","2020-02-15","2025-02-14","2022-08-16",53,NA,53,1,"1985-2025"
"MOREIRA","HERNANDEZ","ANDRES","LAUREANO",4893,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1983-06-02","2020-02-15","2025-02-14","2022-08-16",39,NA,39,1,"1985-2025"
"MOREL","NUNEZ","CHRISTIAN","SEBASTIAN",2429,"Partido Nacional",2020,2020,49,"Diputado","Suplente","Cerro Largo",1,"1981-08-11","2020-02-15","2025-02-14","2022-08-16",41,NA,41,0,"1985-2025"
"MURAD","ROMANO","JAMIL","MICHEL",4962,"Cabildo Abierto",2020,2024,49,"Diputado","Suplente",NA,1,"1992-08-08","2020-02-15","2025-02-14","2022-08-16",30,NA,30,1,"1985-2025"
"MURAD","SUAREZ","SABAH","DANIELA",5059,"Cabildo Abierto",2021,2022,49,"Diputado","Suplente",NA,0,"1990-06-23","2020-02-15","2025-02-14","2022-08-16",32,NA,32,1,"1985-2025"
"NANE","VINCON","SILVIA",NA,5066,"Frente Amplio",2025,2025,49,"Senador","Suplente",NA,0,"1969-09-17","2020-02-15","2025-02-14","2022-08-16",52,NA,52,1,"1985-2025"
"NANE","VINCON","SILVIA",NA,5066,"Frente Amplio",2020,2025,49,"Senador","Suplente",NA,0,"1969-09-17","2020-02-15","2025-02-14","2022-08-16",52,NA,52,1,"1985-2025"
"NANE","VINCON","SILVIA",NA,5066,"Frente Amplio",2020,2020,49,"Senador","Suplente",NA,0,"1969-09-17","2020-02-15","2025-02-14","2022-08-16",52,NA,52,1,"1985-2025"
"NIFFOURI","BLANCO","AMIN",NA,2401,"Partido Nacional",2020,2025,49,"Senador","Suplente",NA,1,"1971-12-02","2020-02-15","2025-02-14","2022-08-16",50,NA,50,0,"1985-2025"
"NOGUES","MAZALI","GISELE","MARIA",4945,"Frente Amplio",2022,2022,49,"Diputado","Suplente",NA,0,NA,"2020-02-15","2025-02-14","2022-08-16",NA,NA,NA,1,"1985-2025"
"NOGUEZ","MENDEZ","WILMA",NA,5082,"Partido Nacional",2020,2025,49,"Diputado","Suplente",NA,0,"1955-12-28","2020-02-15","2025-02-14","2022-08-16",66,NA,66,1,"1985-2025"
"NUNES","GERONA","JOSE","AVELINO",4970,"Frente Amplio",2023,2025,49,"Senador","Suplente",NA,1,"1960-07-15","2020-02-15","2025-02-14","2022-08-16",62,NA,62,1,"1985-2025"
"NUNES","GERONA","JOSE","AVELINO",4970,"Frente Amplio",2022,2022,49,"Senador","Suplente",NA,1,"1960-07-15","2020-02-15","2025-02-14","2022-08-16",62,NA,62,1,"1985-2025"
"ARANCO","ALONSO","ANA","PAULA",4885,"Partido de la gente",2020,2020,49,"Diputado","Suplente",NA,0,"1986-02-11","2020-02-15","2025-02-14","2022-08-16",36,NA,36,1,"1985-2025"
"ARAUJO","FELDMAN","MARIA","FERNANDA",5002,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,0,"1984-02-28","2020-02-15","2025-02-14","2022-08-16",38,NA,38,1,"1985-2025"
"ARISMENDI","DUBINSKY","ANA","MARINA",99,"Frente Amplio",2020,2025,49,"Senador","Suplente",NA,0,"1949-05-29","2020-02-15","2025-02-14","2022-08-16",73,NA,73,0,"1985-2025"
"ARRETCHE","COELHO","PABLO","GASTON",5040,"Partido Nacional",2021,2024,49,"Diputado","Suplente",NA,1,"1969-11-30","2020-02-15","2025-02-14","2022-08-16",52,NA,52,1,"1985-2025"
"ARSUAGA","MARSHAL","MARIANA",NA,4998,"Partido Independiente",2020,2024,49,"Diputado","Suplente",NA,0,"1968-04-10","2020-02-15","2025-02-14","2022-08-16",54,NA,54,1,"1985-2025"
"BACCINO","MERELLO","NELLY","LAURA",4675,"Partido Colorado",2020,2020,49,"Diputado","Suplente",NA,0,"1955-02-02","2020-02-15","2025-02-14","2022-08-16",67,NA,67,0,"1985-2025"
"OLIVERA","COUTO","DIEGO","MARTIN",4921,"Frente Amplio",2020,2024,49,"Senador","Suplente",NA,1,"1979-11-02","2020-02-15","2025-02-14","2022-08-16",42,NA,42,1,"1985-2025"
"OLIVERA","DELGADO","DIANA","ANALI",2365,"Partido Nacional",2023,2023,49,"Diputado","Suplente",NA,0,"1976-07-01","2020-02-15","2025-02-14","2022-08-16",46,NA,46,0,"1985-2025"
"OLIVERA","DELGADO","DIANA","ANALI",2365,"Partido Nacional",2021,2021,49,"Diputado","Suplente",NA,0,"1976-07-01","2020-02-15","2025-02-14","2022-08-16",46,NA,46,0,"1985-2025"
"OLIVERA","SEIGUERMAN","NICOLAS","JAVIER",4008,"Partido Nacional",2025,2025,49,"Senador","Suplente",NA,1,"1981-05-04","2020-02-15","2025-02-14","2022-08-16",41,NA,41,0,"1985-2025"
"ONETTO","LINALE","GONZALO","ANDRES",4949,"Partido Nacional",2020,2024,49,"Diputado","Suplente",NA,1,"1966-12-03","2020-02-15","2025-02-14","2022-08-16",55,NA,55,1,"1985-2025"
"ORONA","ARANDA","HEBER","ATILIO",4953,"Partido Colorado",2024,2024,49,"Diputado","Suplente",NA,1,"1973-07-22","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"ORONA","ARANDA","HEBER","ATILIO",4953,"Partido Colorado",2022,2022,49,"Diputado","Suplente",NA,1,"1973-07-22","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"ORTIZ","GARCIA","SEBASTIAN",NA,5062,"Frente Amplio",2022,2025,49,"Diputado","Suplente",NA,1,"1966-08-22","2020-02-15","2025-02-14","2022-08-16",55,NA,55,1,"1985-2025"
"ORTIZ","RODRIGUEZ","FRANCISCO","GARIBALDI",1018,"Partido Nacional",2022,2023,49,"Diputado","Suplente",NA,1,"1953-11-17","2020-02-15","2025-02-14","2022-08-16",68,NA,68,0,"1985-2025"
"ORTIZ","RODRIGUEZ","FRANCISCO","GARIBALDI",1018,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1953-11-17","2020-02-15","2025-02-14","2022-08-16",68,NA,68,0,"1985-2025"
"OSORIO","SACARIA","ROBERT","JOAQUIN",5051,"Partido Nacional",2020,2021,49,"Diputado","Suplente",NA,1,"1985-12-09","2020-02-15","2025-02-14","2022-08-16",36,NA,36,1,"1985-2025"
"PAGLIARINI","TREMATERRA","DESIREE","YANIRA",4919,"Partido Colorado",2020,2025,49,"Diputado","Suplente",NA,0,"1990-02-01","2020-02-15","2025-02-14","2022-08-16",32,NA,32,1,"1985-2025"
"PALOMARES","FERRER","DANIEL","ARMANDO",4916,"Partido Colorado",2021,2021,49,"Diputado","Suplente",NA,1,"1958-11-14","2020-02-15","2025-02-14","2022-08-16",63,NA,63,1,"1985-2025"
"PANI","GONZALEZ","DAMASO","ALBERTO",3060,"Partido Nacional",2020,2020,49,"Diputado","Suplente",NA,1,"1971-10-21","2020-02-15","2025-02-14","2022-08-16",50,NA,50,0,"1985-2025"
"PASQUET","GERSTLE","MARCELO",NA,4992,"Partido Colorado",2021,2024,49,"Diputado","Suplente",NA,1,"1956-07-16","2020-02-15","2025-02-14","2022-08-16",66,NA,66,1,"1985-2025"
"PATRONE","CHIRELLI","JORGE","NORMAN",2005,"Frente Amplio",2020,2020,49,"Diputado","Suplente",NA,1,"1949-03-13","2020-02-15","2025-02-14","2022-08-16",73,NA,73,0,"1985-2025"
"PELLEREY","LAVANDEIRA","ROSA","ZULEMA",5055,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,0,"1953-07-06","2020-02-15","2025-02-14","2022-08-16",69,NA,69,1,"1985-2025"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",2020,2023,49,"Senador","Suplente",NA,1,"1965-10-07","2020-02-15","2025-02-14","2022-08-16",56,NA,56,0,"1985-2025"
"MUJICA","CORDANO","JOSE","ALBERTO",4001,"Frente Amplio",2008,2010,46,"Senador","Titular",NA,1,"1934-05-20","2005-02-15","2010-02-14","2007-08-16",NA,70,70,0,"1985-2025"
"PERCO","PEREIRA","JOANNA","MAGDALENA",4965,"Partido Nacional",2020,2025,49,"Diputado","Suplente",NA,0,"1979-03-02","2020-02-15","2025-02-14","2022-08-16",43,NA,43,1,"1985-2025"
"PEREYRA","VINOLES","MARIA","ANDREA",5014,"Frente Amplio",2020,2021,49,"Diputado","Suplente",NA,0,"1972-06-28","2020-02-15","2025-02-14","2022-08-16",50,NA,50,1,"1985-2025"
"PEREZ","FORNELLI","DAYANA","KARINA",4918,"Frente Amplio",2020,2025,49,"Diputado","Suplente",NA,0,"1989-07-04","2020-02-15","2025-02-14","2022-08-16",33,NA,33,1,"1985-2025"
"PEREZ","LACUES","PAULA",NA,4842,"Frente Amplio",2020,2025,49,"Diputado","Suplente",NA,0,"1982-04-23","2020-02-15","2025-02-14","2022-08-16",40,NA,40,1,"1985-2025"
"PEREZ","VERGARA","CAMILA","LETICIA",4901,"Frente Amplio",2020,2023,49,"Diputado","Suplente",NA,0,"1988-12-16","2020-02-15","2025-02-14","2022-08-16",33,NA,33,1,"1985-2025"
"PESAH","SILVA","YORDANA",NA,5086,"Partido Colorado",2023,2024,49,"Diputado","Suplente",NA,0,"1979-11-06","2020-02-15","2025-02-14","2022-08-16",42,NA,42,1,"1985-2025"
"PESAH","SILVA","YORDANA",NA,5086,"Partido Colorado",2020,2021,49,"Diputado","Suplente",NA,0,"1979-11-06","2020-02-15","2025-02-14","2022-08-16",42,NA,42,1,"1985-2025"
"PICCONE","MORALES","CARLOS","AURELIO",4908,"Frente Amplio",2020,2022,49,"Diputado","Suplente",NA,1,"1967-05-18","2020-02-15","2025-02-14","2022-08-16",55,NA,55,1,"1985-2025"
"PINTADO","SABINI","LUIS","EDUARDO",4803,"Partido Colorado",2020,2024,49,"Senador","Suplente",NA,1,"1967-09-03","2020-02-15","2025-02-14","2022-08-16",54,NA,54,1,"1985-2025"
"PIRIZ","TORRES","MARIANA","BETTINA",4999,"Frente Amplio",2021,2021,49,"Diputado","Suplente",NA,0,"1988-09-24","2020-02-15","2025-02-14","2022-08-16",33,NA,33,1,"1985-2025"
"PITETTA",NA,"ERNESTO","MARTIN",4765,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,1,"1971-04-27","2020-02-15","2025-02-14","2022-08-16",51,NA,51,1,"1985-2025"
"PONTE","GEPP","ELENA","HILDA",2046,"Frente Amplio",2020,2024,49,"Senador","Suplente",NA,0,"1947-12-28","2020-02-15","2025-02-14","2022-08-16",74,NA,74,0,"1985-2025"
"PORRINI","GARCIA","ALICIA","GISELLE",4525,"Frente Amplio",2020,2024,49,"Diputado","Suplente",NA,0,"1957-10-18","2020-02-15","2025-02-14","2022-08-16",64,NA,64,0,"1985-2025"
"POSSE","RAMOS","LUIS","ALBERTO",4988,"Partido de la gente",2020,2024,49,"Diputado","Suplente",NA,1,"1960-12-12","2020-02-15","2025-02-14","2022-08-16",61,NA,61,1,"1985-2025"
"PULITANO","DIAZ","NOEMI","ELSA",5037,"Partido Colorado",2020,2020,49,"Diputado","Suplente",NA,0,"1973-05-05","2020-02-15","2025-02-14","2022-08-16",49,NA,49,1,"1985-2025"
"QUEIJO","LUISI","LILIANA","ELENA",4983,"Frente Amplio",2020,2024,49,"Senador","Suplente",NA,0,"1949-09-27","2020-02-15","2025-02-14","2022-08-16",72,NA,72,1,"1985-2025"
"QUEQUIN","ESCOBAR","GILBERT","EDGARDO",4944,"Partido Colorado",2021,2023,49,"Diputado","Suplente",NA,1,"1959-05-19","2020-02-15","2025-02-14","2022-08-16",63,NA,63,1,"1985-2025"
